,count
"('Huntingdon', 'Marriott?')",1
"('about', 'Restaurant')",4
"('Restaurant', 'Two')",2
"('Two', 'Two?')",2
"('of', 'a')",5
"('large', 'room?')",5
"('have', 'another')",3
"('another', 'question?')",3
"('reserve', 'the')",1
"('dining', 'area')",1
"('area', 'so')",1
"('can', 'have')",2
"('a', 'perfect')",1
"('perfect', 'view')",1
"('view', 'while')",1
"('while', 'eating?')",1
"('I', 'could')",2
"('could', 'help')",1
"('that', 'enough?')",1
"('the', 'room')",4
"('at', 'Gonville')",1
"('serves', 'it?')",1
"('you', 'care')",3
"('care', 'to')",3
"('this', 'hotel?')",2
"('about', 'Frankie')",1
"('Frankie', 'and')",1
"('and', 'Bennys?')",1
"('additional', 'options')",1
"('options', 'or')",4
"('The', 'Lucky')",2
"('Lucky', 'Star?')",3
"('me', 'or')",2
"('same', 'area?')",3
"('have', 'about')",4
"('about', 'any')",12
"('about', 'Panahar?')",1
"('on', 'portions?')",1
"('information', 'before')",2
"('out', 'another')",4
"('different', 'option')",2
"('find', 'more')",1
"('more', 'locations?')",1
"('about', 'El')",3
"('El', 'Shaddai?')",2
"('booking', 'rooms')",1
"('rooms', 'for')",1
"('on', 'their')",3
"('their', 'decor?')",1
"('to', 'select')",1
"('select', 'a')",2
"('larger', 'one')",1
"('one', 'for')",2
"('you,', 'if')",1
"('if', ""that's"")",2
"(""that's"", 'acceptable')",1
"('acceptable', 'for')",1
"('you', 'find?')",1
"('table', 'reservation')",1
"('or', 'try')",3
"('try', 'someplace')",1
"('someplace', 'else?')",3
"('it', 'anyway?')",2
"('either', 'place?')",5
"('try', 'that?')",1
"('another', 'Indian')",1
"('Indian', 'restaurant')",1
"('on', 'some')",4
"('and', 'reserve')",2
"('for', '5')",1
"('5', 'people?')",1
"('find', 'somewhere')",3
"('need', 'me')",1
"('for', 'additional')",2
"('information', '?')",2
"('If', ""that's"")",1
"(""that's"", 'important')",1
"('important', 'to')",1
"('you,', 'perhaps')",1
"('perhaps', 'we')",1
"('we', 'should')",1
"('should', 'look')",2
"('the', 'table?')",1
"('have', 'questions')",1
"('other', 'items')",1
"('items', 'on')",1
"('at', 'La')",1
"('table', 'available?')",1
"('other', 'dining')",1
"('dining', 'options?')",2
"('place', ""you'd"")",3
"('to', 'go?')",4
"('about', 'Curry')",6
"('Curry', 'Garden?')",3
"('about', 'Cityroomz')",1
"('Cityroomz', 'or')",1
"('else', 'before')",3
"('ask', 'about')",2
"('about', 'Warkworth')",1
"('Warkworth', 'House')",1
"('House', 'and')",1
"('and', 'its')",1
"('its', 'amenities?')",1
"('Does', 'this')",1
"('this', 'sound')",1
"('to', 'visit?')",1
"('about', 'Lan')",2
"('Lan', 'Hong')",4
"('Hong', 'House?')",5
"('hotel', 'that')",1
"('the', 'B&B?')",1
"('that', 'table?')",1
"('you', 'tonight')",1
"('tonight', 'or')",1
"('at', 'alternatives?')",1
"('to', 'reservation?')",1
"('hotel', 'directly')",1
"('directly', 'about')",1
"('their', 'WiFi')",1
"('WiFi', 'policies?')",1
"('Or', 'is')",1
"('there', 'something')",3
"('something', 'else')",6
"('What', 'would')",1
"('to', 'do?')",1
"('the', 'Acorn')",4
"('Acorn', 'for')",1
"('the', 'establishments?')",1
"('If', 'seats')",1
"('seats', 'are')",1
"('are', 'available')",1
"('available', 'and')",1
"('and', 'the')",1
"('the', 'weather')",1
"('weather', 'is')",1
"('is', 'good,')",1
"('good,', 'would')",1
"('book', 'an')",1
"('an', 'outdoor')",3
"('outdoor', 'table?')",2
"('into', 'it?')",1
"('', 'might')",1
"('might', 'I')",1
"('suggest', 'some')",1
"('else', 'tonight?')",1
"('affordable', 'prices')",1
"('prices', 'that')",1
"('serves', 'Kung')",1
"('Kung', 'Pao')",1
"('Pao', 'Chicken?')",1
"('there', 'tonight?')",3
"('make', 'sure')",1
"('sure', 'you')",1
"('table', 'on')",2
"('the', 'skyline')",1
"('skyline', 'side?')",1
"('else', 'i')",1
"('i', 'can')",2
"('about', 'Charlie')",1
"('Charlie', 'Chan')",1
"('Chan', 'for')",1
"('table', 'with')",4
"('a', 'view?')",1
"('The', 'Express')",1
"('Express', 'by')",3
"('by', 'holiday')",1
"('holiday', 'inn')",1
"('inn', 'cambridge')",1
"('cambridge', 'is')",1
"('is', 'said')",1
"('said', 'to')",1
"('bit', 'overpriced')",1
"('overpriced', 'according')",1
"('to', 'most')",1
"('most', 'guests')",1
"('guests', 'Want')",1
"('about', 'City')",1
"('City', 'Centre?')",2
"('to', 'take')",2
"('take', 'a')",2
"('a', 'look')",1
"('that', ""you'd"")",2
"('go', 'to?')",2
"('to', 'stay?')",3
"('about', 'Bankok')",1
"('Bankok', 'City?')",1
"('some', 'information')",2
"('on', 'hotels')",1
"('hotels', 'with')",1
"('with', 'larger')",4
"('for', 'some')",1
"('some', 'larger')",1
"('Shall', 'we')",1
"('Wouls', 'you')",1
"('on', 'Arbury')",1
"('I', 'add')",1
"('add', 'a')",1
"('a', 'request')",1
"('request', 'for')",1
"('for', 'outdoor')",1
"('dining', 'to')",1
"('to', 'your')",2
"('try', 'it')",5
"('restaurant', ""that's"")",1
"('about', 'Hotpot?')",1
"('on', 'table')",2
"('table', 'availability')",2
"('hotel', 'booking')",1
"('booking', 'at')",1
"('of', 'these')",4
"('these', 'restaurants?')",2
"('the', 'Ugly')",2
"('Ugly', 'Duckling?')",1
"('like', 'their')",2
"('their', 'telephone')",1
"('telephone', 'number?')",1
"('', 'anything')",3
"('anything', 'further')",1
"('further', 'that')",1
"('Any', 'other')",1
"('you', 'think...would')",1
"('think...would', 'you')",1
"('booking', 'there')",1
"('there', 'now')",1
"('on', 'a')",2
"('good', 'view?')",2
"('How', 'many')",5
"('many', 'nights')",1
"('nights', 'would')",1
"('Hut', 'Fen')",2
"('Fen', 'Ditton?')",2
"('Will', 'this')",2
"('this', 'work')",1
"('book', 'you?')",5
"('you', 'more')",4
"('Curry', 'Prince?')",7
"('that', 'is')",3
"('is', 'known')",1
"('known', 'for')",1
"('for', 'big')",1
"('big', 'portions?')",1
"('the', 'Kirkwood')",1
"('more', 'infromation?')",1
"('sound', 'OK?')",2
"('availability', 'at')",1
"('at', 'your')",1
"('desired', 'time?')",1
"('staff', 'reviews?')",4
"('availability', 'and')",2
"('with', 'at')",8
"('availability', 'or')",1
"('still', 'have')",1
"('like', 'assistance')",2
"('assistance', 'in')",1
"('in', 'changing')",1
"('changing', 'your')",1
"('better', 'views?')",5
"('something', 'with')",2
"('better', 'internet?')",2
"('for', 'me?')",5
"('affordable', 'restaurant')",1
"('that', 'sells')",1
"('sells', 'goulash?')",1
"('The', 'Missing')",1
"('Missing', 'Sock?')",1
"('about', 'India')",2
"('India', 'House')",1
"('House', 'for')",4
"('the', 'University')",2
"('University', 'Arms?')",1
"('questions', 'abou')",1
"('abou', 'the')",1
"('the', 'A')",3
"('and', 'B?')",1
"('a', 'to')",2
"('Burger', 'Kitchen?')",1
"('questions', 'you')",1
"('about', 'Caffe')",4
"('Caffe', 'Uno?')",3
"('Gonville', 'or')",1
"('or', 'help')",3
"('information', 'from')",6
"('from', 'me?')",10
"('to', 'change')",9
"('change', 'your')",9
"('need', 'a')",2
"('of', 'these?')",1
"('check', ""Rosa's"")",1
"(""Rosa's"", 'Bed')",2
"('look', 'more')",1
"('more', 'into')",1
"('into', 'this')",2
"('The', 'Gonville')",1
"('more', 'to')",1
"('choose', 'from?')",1
"('you', 'something')",1
"('know', 'to')",1
"('help', 'choose')",1
"('choose', 'one?')",1
"('availability', 'on')",2
"('on', 'your')",2
"('preferred', 'nights?')",1
"('Acorn', 'or')",2
"('', 'the')",1
"('the', 'only')",1
"('only', 'thing')",1
"('thing', 'I')",1
"('you', 'is')",1
"('is', 'they')",1
"('a', 'lot')",1
"('lot', 'of')",1
"('of', 'imported')",1
"('imported', 'canned')",1
"('canned', 'milk')",1
"('milk', 'teas')",1
"('teas', 'if')",1
"(""that's"", 'something')",1
"('something', ""you'd"")",2
"(""you'd"", 'be')",1
"('to', 'recommend')",1
"('recommend', 'another')",1
"('more', 'generous')",1
"('generous', 'portions?')",2
"('or', 'go')",1
"('an', 'option')",11
"('option', 'with')",9
"('questions', 'today?')",2
"('the', 'Lan')",2
"('about', 'Eraina?')",2
"('about', 'Ashley')",1
"('to', 'ask?')",1
"('Wouldyou', 'like')",1
"('Hobsons', 'House')",1
"('book', 'something')",1
"('make', 'reservations')",5
"('reservations', 'for')",4
"('about', 'Meze')",2
"('look', 'elsewhere')",3
"('elsewhere', 'for')",2
"('a', 'hotel?')",1
"('about', 'De')",1
"('De', 'Luca')",1
"('Luca', 'Cucina?')",1
"('the', 'menu?')",4
"('the', 'places?')",1
"('answer', 'about')",1
"('option', 'that')",1
"('that', 'might')",3
"('might', 'have')",2
"('have', 'larger')",2
"('about', 'Rice')",1
"('Rice', 'Boat')",1
"('Boat', 'for')",1
"('a', 'deal')",1
"('deal', 'breaker')",1
"('breaker', 'for')",1
"('is', 'rated')",1
"('rated', 'more')",1
"('more', 'highly')",2
"('highly', 'in')",1
"('in', 'service?')",1
"('at', 'Carolina')",1
"('and', 'Breakfast')",1
"('Breakfast', 'for')",1
"('on', 'room')",2
"('room', 'availability')",1
"('about', 'Ask?')",1
"('a', 'less')",1
"('less', 'expensive')",3
"('expensive', 'place?')",1
"('more', 'specifics?')",1
"('better', 'interior')",1
"('interior', 'decor?')",1
"('get', 'more')",6
"('the', 'drinks?')",1
"('at', 'HK')",1
"('HK', 'Fusion?')",1
"('look', 'some')",1
"('the', 'Warkworth')",2
"('Warkworth', 'House?')",2
"('have', 'one')",1
"('their', 'large')",1
"('large', 'rooms')",1
"('rooms', 'available?')",2
"('make', 'that')",2
"('that', 'reservation')",2
"('in', 'exploring')",1
"('exploring', 'other')",1
"('Is', 'this')",2
"('this', 'something')",1
"('that', 'will')",1
"('will', 'be')",4
"('eat', 'there?')",2
"('that', 'the')",2
"('the', 'type')",1
"('type', 'of')",1
"('of', 'atmosphere')",1
"('atmosphere', ""you're"")",1
"(""you're"", 'looking')",1
"('looking', 'for?')",2
"('about', 'Chiquito?')",1
"('answer', 'another')",1
"('portion', 'sizes?')",3
"('the', 'Allenbell?')",2
"('Alexander', 'B&B')",1
"('B&B', 'or')",1
"('at', 'Pizza')",1
"('Hut', 'City')",1
"('the', 'The')",1
"('The', 'Copper')",1
"('Copper', 'Kettle?')",3
"('this', 'spot')",1
"('somewhere', 'else')",5
"('else', 'to')",4
"('another', 'hotel')",3
"('What', 'other')",2
"('information', 'do')",1
"('a', 'stay')",4
"('stay', 'for')",2
"('else', 'from')",2
"('The', 'Gardenia?')",1
"('at', 'Nandos?')",1
"('a', 'chance')",1
"('chance', 'and')",1
"('any', 'specific')",1
"('specific', 'amenities')",1
"('amenities', 'that')",1
"('you', 'require?')",2
"('a', 'shot?')",6
"('better', 'option?')",4
"('reservation', 'today?')",2
"('like', 'further')",2
"('further', 'information?')",2
"('a', 'quiter')",1
"('quiter', 'option?')",1
"('we', 'cancel')",1
"('table', 'there')",9
"('higher', 'ratings')",2
"('on', 'food?')",1
"('good', 'situation')",1
"('situation', 'for')",1
"('go', 'back')",1
"('back', 'to')",1
"('other', 'guest')",1
"('house', 'option?')",1
"('on', 'noise?')",1
"('an', 'issue')",1
"('issue', 'or')",1
"('should', 'we')",5
"('we', 'make')",2
"('Want', 'me')",4
"('problem', 'or')",2
"('we', 'keep')",2
"('that', 'would')",1
"('would', 'have')",1
"('more', 'drink')",1
"('drink', 'options?')",1
"('Anythong', 'else')",1
"('with', 'booking')",7
"('better', 'indoor')",1
"('or', 'does')",2
"('in', 'knowing')",4
"('knowing', 'anything')",3
"('Sounds', 'good')",1
"('good', 'right?')",1
"('or', 'make')",4
"('at', 'Curry')",3
"('a', 'try')",1
"('try', 'or')",1
"('about', 'Golden')",3
"('Golden', 'Wok,')",1
"('Wok,', 'or')",1
"('other', 'menu')",1
"('menu', 'items?')",1
"('that', 'i')",1
"('Is', 'here')",3
"('here', 'anything')",3
"('restaurant', 'or')",2
"('still', 'want')",4
"('', 'is')",4
"('the', 'Galleria?')",1
"('to', 'hear')",2
"('hear', 'about')",2
"('about', 'a')",1
"('do', 'another')",2
"('better', 'value?')",3
"('table', 'outside')",1
"('outside', 'for')",1
"('The', 'Goodluck?')",1
"('need', 'assistance')",2
"('assistance', 'with')",3
"('find', 'another,')",4
"('another,', 'more')",3
"('more', 'quiet')",7
"('quiet', 'place?')",4
"('keep', 'looking?')",6
"('with', 'generally')",1
"('generally', 'good,')",1
"('good,', 'quick')",1
"('quick', 'service?')",1
"('to', 'more')",1
"('other', 'reviews')",1
"('reviews', 'of')",2
"('the', 'Copper')",2
"('more', 'reviews?')",2
"('about', 'Don')",1
"('Don', 'Paquale?')",1
"('table', 'indoors')",3
"('indoors', 'for')",2
"('DO', 'you')",2
"('Could', 'you')",1
"('you', 'tell')",2
"('tell', 'me')",2
"('me', 'when')",1
"('when', 'you')",1
"('something', ""that's"")",1
"(""that's"", 'described')",1
"('described', 'as')",1
"('as', 'a')",1
"('little', 'quieter?')",1
"('you', 'might')",1
"('might', 'like')",1
"('I', 'set')",1
"('set', 'up')",1
"('up', 'a')",1
"('information', ""you'd"")",3
"('the', 'Acorn,')",1
"('Acorn,', 'and')",1
"('and', 'can')",1
"('other', 'bookings?')",1
"('a', 'British')",1
"('British', 'restaurant')",1
"('with', 'outdoor')",3
"('outdoor', 'dining?')",1
"('get', 'some')",3
"('some', 'better')",1
"('better', 'information')",1
"('keep', 'searching')",2
"('searching', 'for')",2
"('for', 'places')",2
"('outdoor', 'seating?')",1
"('reservation', 'there,')",2
"('there,', 'or')",2
"('see', 'some')",1
"('in', 'trying')",1
"('trying', 'it?')",1
"('', 'guests')",1
"('guests', 'have')",1
"('have', 'good')",1
"('good', 'things')",1
"('things', 'to')",1
"('to', 'say')",1
"('say', 'about')",1
"('the', 'breakfast')",1
"('breakfast', 'at')",1
"('about', 'Da')",2
"('you', 'to')",4
"('What', 'else?')",1
"('or', 'know')",1
"('can', 'ask')",2
"('What', 'size')",2
"('size', 'do')",2
"('else', 'do')",1
"('want', 'any')",5
"('the', 'La')",1
"('La', 'Raza')",1
"('Raza', 'restaurant?')",1
"('the', 'Cow')",1
"('Cow', 'Pizza')",2
"('Pizza', 'Kitchen?')",1
"('to', 'start')",1
"('start', 'a')",1
"('else', 'fo')",1
"('fo', 'you?')",1
"('that', 'work,')",2
"('that', 'important')",1
"('important', 'enough')",1
"('enough', 'that')",1
"('I', 'should')",2
"('Can', 'you')",2
"('you', 'help')",1
"('can', 'assist')",5
"('upcoming', 'stay?')",3
"('it', 'out?')",1
"('option', 'further')",1
"('further', 'outside')",1
"('outside', 'of')",1
"('the', 'centre')",1
"('centre', 'of')",1
"('of', 'town?')",1
"('try', 'Nandos')",1
"('Nandos', 'or')",1
"('check', 'other')",2
"('book', 'Allenbell?')",1
"('like', 'reservations?')",2
"('it', 'anyways?')",2
"('make', 'reservations?')",1
"('want', 'assistance')",1
"('assistance', 'with?')",1
"('When', 'would')",2
"('table', 'for?')",1
"('this', 'helpful?')",1
"('table', 'outdoors')",1
"('outdoors', 'for')",1
"('Saigon', ""City's"")",1
"(""City's"", 'menu?')",1
"('you', 'reserve')",1
"('a', 'shorter')",1
"('shorter', 'stay?')",1
"('a', 'location')",3
"('location', 'with')",4
"('you', 'and')",1
"('and', 'ask')",3
"('them', 'to')",3
"('about', ""Darry's"")",1
"(""Darry's"", 'Cookhouse?')",1
"('bout', 'them?')",1
"('to', 'pull')",2
"('pull', 'up')",2
"('up', 'some')",2
"('places', 'or')",2
"('and', 'B')",2
"('B', 'Guest')",1
"('I', 'get')",2
"('get', 'you')",2
"('the', 'lodge?')",1
"('on', 'avaibility')",1
"('avaibility', 'of')",1
"('of', 'tables')",1
"('tables', 'for')",1
"('your', 'visit?')",1
"('about', ""Rosa's?"")",3
"('keep', 'the')",1
"('Is', 'indoor')",1
"('indoor', 'decor')",1
"('decor', 'important')",1
"('important', 'for')",1
"('about', 'Graffiti')",1
"('Graffiti', 'for')",1
"('or', 'will')",2
"('continue', 'looking')",1
"('looking', 'at')",1
"('larger', 'portions')",1
"('portions', 'sizes?')",1
"('University', 'Arms')",2
"('Arms', 'Hotel')",1
"('Hotel', 'that')",1
"('assist', 'with?')",2
"('What', 'night')",1
"('to', 'begin?')",1
"('about', 'Kirkwood')",2
"('reservation', 'and')",4
"('try', 'elsewhere?')",1
"('quiet', 'place')",1
"('different', 'location')",1
"('else', 'today')",2
"('or', 'reserve')",2
"('at', 'alternative')",1
"('alternative', 'options?')",1
"('room', 'availablilty?')",1
"('or', 'give')",2
"('give', 'you')",2
"('on', 'The')",1
"('The', 'Grafton?')",1
"('before', 'booking')",2
"('like', 'your')",2
"('restaurant', 'in')",3
"('that', 'stay?')",1
"('the', 'establishment?')",2
"('better', 'alternative?')",1
"('about', 'Rajmahal?')",1
"('If', ""you'd"")",1
"('like', 'I')",1
"('can', 'request')",1
"('request', 'a')",1
"('you', 'now?')",1
"('at', 'Eraina?')",2
"('better', 'service?')",1
"('quiet', 'establishment?')",1
"('about', 'Saffron')",1
"('Saffron', 'Brasserie?')",1
"('that', 'all')",2
"('all', 'you')",1
"('Did', 'this')",1
"('this', 'help')",1
"('at', 'all?')",2
"('more', 'for')",1
"('the', 'rice')",1
"('rice', 'boat')",1
"('boat', 'today?')",1
"('about', 'Efes?')",1
"('I', 'may')",1
"('may', 'help')",1
"('dining', 'as')",1
"('as', 'an')",1
"('an', 'option?')",1
"('can', 'answer?')",1
"('', 'are')",1
"('The', 'Nirala?')",1
"('your', 'dining')",1
"('to', 'ensure')",2
"('ensure', 'you')",1
"('you', 'get')",1
"('great', 'view')",1
"('view', 'from')",1
"('from', 'your')",1
"('your', 'table?')",2
"('places', 'for')",3
"('for', 'better')",2
"('other', 'locations')",1
"('locations', 'that')",1
"('elsewhere', 'or')",1
"('indoors', 'or')",1
"('more', 'non-alcoholic')",1
"('non-alcoholic', 'beverage')",1
"('beverage', 'options?')",1
"('to', 'rethink')",1
"('rethink', 'your')",1
"('more', 'attractive')",1
"('attractive', 'option')",1
"('the', 'second')",1
"('second', 'one?')",1
"('The', 'river')",1
"('river', 'bar')",1
"('bar', 'steakhouse')",1
"('steakhouse', 'and')",1
"('and', 'grill')",1
"('grill', 'has')",1
"('has', 'according')",1
"('to', 'all')",1
"('all', 'the')",1
"('could', 'find')",1
"('find', 'would')",1
"('the', 'Acorn?')",2
"('check', 'availability?')",4
"('Restaurant', 'Alimentum?')",2
"('Anything', 'you')",1
"('How', 'else')",1
"('else', 'may')",1
"('may', 'I')",1
"('help', 'you?')",1
"('reviews', 'in')",1
"('same', 'general')",1
"('general', 'area?')",1
"('about', 'Kohinoor?')",1
"('you', 'for')",1
"('see', 'what')",1
"('what', 'other')",1
"('places', 'are')",1
"('are', 'available?')",1
"('book', 'here?')",2
"('to', 'find?')",2
"('about', 'La')",1
"('La', 'Margherita?')",1
"('some', 'less')",1
"('expensive', 'places?')",1
"('okay', 'or')",1
"('a', 'fancier')",1
"('fancier', 'option?')",1
"('to', 'have')",1
"('have', 'for')",1
"('many', 'people')",4
"('people', 'will')",3
"('be', 'dining?')",1
"('try', 'booking')",1
"('a', 'few')",2
"('few', 'other')",2
"('questions', 'before')",2
"('before', 'you')",1
"('you', 'book?')",1
"('about', 'Fitzbillies')",2
"('Fitzbillies', 'Restaurant?')",2
"('about', 'Midsummer')",1
"('Midsummer', 'House?')",1
"('that', 'does')",2
"('does', 'have')",2
"('have', 'large')",1
"('large', 'portions?')",2
"('about', 'Cafe')",1
"('Cafe', 'Uno?')",1
"('more', 'value')",1
"('value', 'for')",1
"('the', 'price?')",1
"('help', 'booking?')",1
"('Will', 'there')",1
"('there', 'be')",1
"('be', 'anything')",1
"('highly', 'rated')",1
"('rated', 'place?')",1
"('hotel', 'directly?')",1
"('Where', 'would')",1
"('your', 'train')",1
"('train', 'to')",1
"('to', 'leave')",1
"('leave', 'from')",1
"('from', 'and')",1
"('and', 'go')",1
"('about', 'Fitzbillies?')",1
"('at', 'Efes')",1
"('Efes', 'Restaurant')",1
"('Restaurant', 'for')",1
"('have', 'further')",2
"('me', 'reserve')",1
"('Need', 'me')",1
"('further', 'assistance')",2
"('assistance', 'today?')",1
"('quiet', 'hotel?')",1
"('we', 'find')",1
"('different', 'place')",2
"('place', 'and')",1
"('cancel', 'this')",1
"('this', 'one?')",1
"('the', 'Warkworth?')",1
"('there', 'another')",1
"('location', ""you'd"")",1
"('to', 'learn')",1
"('learn', 'more')",1
"('more', 'about?')",1
"('another', 'similar')",1
"('similar', 'place?')",1
"('There', 'are')",1
"('are', 'also')",1
"('also', 'some')",2
"('some', 'comments')",1
"('comments', 'by')",1
"('by', 'guest')",1
"('guest', 'who')",1
"('who', 'said')",1
"('said', 'they')",1
"('they', 'did')",1
"('did', 'not')",1
"('not', 'like')",1
"('the', 'meal')",1
"('meal', 'served')",1
"('served', 'at')",1
"('the', 'B&B.')",1
"('B&B.', 'Would')",1
"('What', 'amenities')",1
"('amenities', 'are')",1
"('Any', 'more')",1
"('about', 'Express')",1
"('by', 'Holiday')",2
"('Holiday', 'Inn')",1
"('Inn', 'Cambridge?')",1
"('help', 'making')",1
"('you', 'decide?')",1
"('somewhere', 'that')",1
"('is', 'more')",1
"('more', 'quiet?')",1
"('about', 'something')",1
"('room', 'or')",1
"('or', 'for')",2
"('to', 'look?')",1
"('to', 'onow')",1
"('onow', 'anything')",1
"('in', 'this')",2
"('about', 'Anatolia?')",1
"('double', 'check?')",1
"('information', 'today?')",1
"('at', 'Grafton')",1
"('Grafton', 'Hotel')",1
"('Hotel', 'Restaurant?')",1
"('you', 'choose')",2
"('choose', 'between')",2
"('between', 'them?')",1
"('if', 'there')",3
"('there', 'is')",3
"('is', 'a')",3
"('on', 'Little')",1
"('Little', 'Seoul')",1
"('Seoul', 'for')",1
"('Golden', 'House?')",1
"('How', 'much')",1
"('much', 'space')",1
"('space', 'do')",1
"('you', 'require')",1
"('require', 'for')",1
"('I', 'seach')",1
"('seach', 'for')",1
"('better', 'internet')",1
"('internet', 'for')",1
"('reserve', 'one')",1
"('be', 'in')",2
"('in', 'your')",2
"('with', 'generous')",1
"('on', 'one')",1
"('about', 'Zizzi')",1
"('Zizzi', 'Cambridge?')",1
"('find', 'someplace')",1
"('at', 'J')",1
"('J', 'Restaurant?')",1
"('other', 'info?')",1
"('or', 'get')",3
"('hotel', 'now?')",1
"('about', 'Prezzo')",1
"('Prezzo', 'for')",1
"('that', 'place')",1
"('or', 'somewhere')",1
"('on', 'bed')",1
"('bed', 'comfort?')",2
"('bit', 'further')",1
"('further', 'to')",1
"('info', 'on')",1
"('the', 'food')",2
"('me', 'some')",1
"('the', 'train')",1
"('train', 'you')",1
"('like', 'answered?')",1
"('with', 'heartier')",1
"('heartier', 'portions')",1
"('portions', 'of')",1
"('of', 'food?')",1
"('.Would', 'you')",1
"('there', 'were')",1
"('looking', 'more')",1
"('more', 'choices?')",1
"('this', 'Holiday')",1
"('Holiday', 'Inn?')",2
"('that', 'work?')",2
"('better', 'bed')",1
"('bed', 'ratings?')",1
"('I', 'proceed')",4
"('proceed', 'to')",2
"('anything', 'other')",1
"('booking', 'an')",1
"('different', 'one?')",1
"('the', 'hotels')",1
"('the', 'North')",1
"('North', 'instead')",1
"('instead', 'that')",1
"('might', 'be')",1
"('be', 'quieter?')",1
"('else', 'like')",1
"('like', 'book')",1
"('something', 'better?')",2
"('According', 'to')",1
"('to', 'reviews')",1
"('the', 'Hobson')",1
"('Hobson', 'house')",1
"('house', 'the')",1
"('are', 'quite')",1
"('quite', 'small')",1
"('small', 'would')",1
"('booking', 'somewhere')",1
"('this', 'booking')",1
"('booking', 'also')",1
"('also', 'be')",1
"('be', 'for')",1
"('for', 'three')",1
"('three', 'people?')",1
"('book', 'Worth')",2
"('Have', 'you')",1
"('you', 'made')",1
"('made', 'a')",1
"('a', 'decision?')",1
"('have', 'anymore')",1
"('anymore', 'questions?')",1
"('table', 'indoors?')",1
"('about', 'Dojo?')",2
"('try', 'them')",2
"('them', 'out?')",2
"('the', 'Carolina?')",1
"('regarding', 'your')",1
"('at', 'Kymmoy?')",1
"('', 'and')",1
"('and', 'very')",1
"('very', 'peaceful')",1
"('peaceful', '')",1
"('', 'Would')",1
"(""that's"", 'a')",1
"('more', 'affordable?')",1
"('with', 'large')",2
"('large', 'serving')",1
"('serving', 'portions?')",1
"('the', 'rooms?')",1
"('make', 'any')",1
"('any', 'changes')",1
"('changes', 'to')",1
"('better', 'customer')",1
"('customer', 'reviews?')",1
"('try', 'the')",1
"('Cambridge', 'Chop')",2
"('Chop', 'House?')",3
"('I', 'select')",1
"('different', 'guesthouse')",2
"('stay', 'instead?')",1
"('know', 'something')",1
"('about', 'Ali')",1
"('Ali', 'Baba?')",1
"('at', ""Rosa's"")",1
"('It', 'is')",1
"('is', 'close')",1
"('close', 'to')",1
"('to', 'one')",1
"('one', 'customer,')",1
"('customer,', 'and')",1
"('and', 'they')",1
"('they', 'like')",1
"('like', 'it,')",1
"('it,', 'but')",1
"('but', 'other')",1
"('other', 'than')",1
"('than', 'that...')",1
"('that...', 'Want')",1
"('it', 'for?')",1
"('that', 'within')",1
"('within', 'your')",1
"('book', 'one')",1
"('your', 'trip')",1
"('trip', 'today?')",1
"('knowing', 'any')",1
"('at', 'Rajmahal?')",1
"('the', 'Archway')",2
"('Archway', 'House?')",4
"('I', 'finalize')",1
"('finalize', 'that')",1
"('I', 'let')",1
"('let', 'you')",1
"('you', 'know')",1
"('more', 'from')",1
"('I', 'give')",1
"('The', 'Niral?')",1
"('people', 'would')",1
"('reservation', 'for?')",1
"('place', 'to')",2
"('I', 'pick')",1
"('pick', 'another')",1
"('have', 'futher')",1
"('futher', 'questions?')",1
"('Can', 'i')",1
"('i', 'book')",1
"('place', 'else')",1
"('that', 'ok?')",1
"('there', 'a')",2
"('a', 'particular')",1
"('particular', 'drink')",1
"('drink', 'or')",1
"('or', 'further')",1
"('further', 'question')",1
"('question', 'you')",1
"('Want', 'another')",1
"('another', 'suggestion?')",1
"('some', 'alternatives?')",1
"('', 'etc.')",1
"('etc.', 'Would')",1
"('it', 'will')",1
"('will', 'work')",1
"('at', 'Kohinoor?')",1
"('the', 'Avalon?')",2
"('about', 'Cotto?')",2
"('else', '?')",1
"('Although', 'no')",1
"('no', 'place')",1
"('place', 'is')",1
"('is', 'COMPLETELY')",1
"('COMPLETELY', 'silent,')",1
"('silent,', 'right?')",1
"('about', 'Bedouin?')",1
"('anything', 'more')",1
"('more', 'you')",1
"('it', 'before')",1
"('about', 'Home')",1
"('Home', 'From')",1
"('From', 'Home?')",1
"('help', 'narrow')",1
"('hotel', 'a')",1
"('the', 'Lovell')",1
"('Lovell', 'Lodge')",1
"('Lodge', 'or')",1
"('help', 'decide?')",1
"('we', 'continue')",1
"('continue', 'on')",1
"('on', 'with')",1
"('at', 'Cotto?')",1
"('more', 'highly-rated')",1
"('highly-rated', 'quiche?')",1
"('okay', 'for')",2
"('about', 'A')",1
"('B', 'Guesthouse?')",1
"('at', 'University')",1
"('Arms', 'Hotel?')",1
"('more', 'details')",1
"('details', 'from')",1
"('from', 'me')",1
"('you', 'good')",1
"('try', 'an')",1
"('alternative', 'date')",1
"('date', 'at')",1
"('the', 'Leverton')",1
"('Leverton', 'for')",1
"('your', 'trip?')",1
"('find', 'additional')",1
"('their', 'menu')",1
"('menu', 'or')",1
"('or', 'anything')",1
"('this', 'property?')",1
"('with', 'relaxing')",1
"('relaxing', 'atmosphere?')",1
"('stay', 'somewhere')",1
"('before', 'I')",2
"('there', 'instead?')",1
"('the', 'address')",1
"('address', 'and')",1
"('and', 'phone')",1
