,turn_nr,dialogue_act_history,question,question_dialogue_act,reference_length,reference_response,reference_response_summary,reference_response_question,ref_knowledge,ref_know_nr,reference_domain,reference_doc_type,prediction_length,prediction_response,pred_know_nr,prediction_domain,prediction_doc_type,bleu,meteor,rouge1,rouge2,rougeL
0,11,"['statement', 'open_question_opinion', 'command', 'statement', 'open_question_factual', 'statement', 'statement', 'open_question_factual', 'statement', 'command', 'opinion']",I really want a comfortable bed to sleep in.,opinion,161,"Past guests have mixed reviews about the comfort level of the bed. Some found them comfortable, but others did not. One indicated that they felt it was too firm.","Past guests have mixed reviews about the comfort level of the bed.. Some found them comfortable, but others did not.. One indicated that they felt it was too firm.",,"['The bed was really comfortable and helped me to get a much needed good sleep.', 'I liked the bed setting in the room and the comfort of the bed and I was impressed with the spaces in the room.', 'If they updated the beds, this hotel would be perfect.', 'I prefer a softer mattress and this one was too firm.', 'The only drawback was that the bed was not very comfortable.']",5,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['command', 'command', 'opinion', 'statement', 'yes_no_question']",Does Curry Garden have great waitstaff?,yes_no_question,127,"Many customers have stated that the staff was great and nice enough, but others have stated that the wait staff was a bit cold.","Many customers have stated that the staff was great and nice enough, but others have stated that the wait staff was a bit cold.",,"['The staff was nice enough however and we had a good time in the outdoor dining area which had a great view of the mountains.', 'Luckily the same server was assigned to her and she remembered us from our last visit.', 'Wait staff was a bit cold, and service was slower than I would have liked, but it was well worth it for the food.', 'Great price for the drinks, great service and great food!']",4,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'statement', 'statement', 'open_question_factual', 'open_question_factual', 'opinion', 'pos_answer', 'back-channeling', 'statement']",I need staff that are very accommodating.,statement,123,"According to the reviews I have on hand for that location, the staff there are welcoming and friendly.  Sounds good, right?","According to the reviews I have on hand for that location, the staff there are welcoming and friendly.  ","Sounds good, right?","['It was actually my first time traveling alone, so I was super nervous, but the staff was so welcoming that I instantly felt at ease upon arrival.', 'The staff was friendly with my requests.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.024806201550387603,0.0,0.0,0.0
0,11,"['statement', 'statement', 'statement', 'yes_no_question', 'command', 'statement', 'statement', 'pos_answer', 'statement', 'statement', 'yes_no_question']",Are the people nice here?,yes_no_question,107,"Yes, the staff at Acorn Guest House do seem to be nice. One person said they were welcomed with big smiles.","Yes, the staff at Acorn Guest House do seem to be nice.. One person said they were welcomed with big smiles.",,"['The staff welcomed us with big smiles, and we slept like babies in the comfy beds.']",1,hotel,review,empty,empty,empty,empty,empty,0.0,0.023272727272727278,0.0,0.0,0.0
0,3,"['opinion', 'opinion', 'command']",Not but can you tell me if they have decently valued bean cake?,command,108,"Yes, Bedouin does serve bean cake. It was rated as very reasonably priced, according to one recent reviewer.","Yes, Bedouin does serve bean cake.. It was rated as very reasonably priced, according to one recent reviewer.",,"['I also noticed right away from the menu that the drinks and food were all very reasonably priced, so you wont have to break the bank to eat there.']",1,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['open_question_opinion', 'open_question_opinion', 'opinion', 'statement', 'command', 'statement', 'open_question_factual', 'statement', 'open_question_factual', 'statement', 'open_question_opinion']",Are they known for having impeccably cleaned bathrooms?,open_question_opinion,204,"According to the reviews that I have on hand for that location, the opinions are mixed.  One third thought they weren't cleaned before checkin, while two thirds thought they were nice, clean and pristine.","According to the reviews that I have on hand for that location, the opinions are mixed.  . One third thought they weren't cleaned before checkin, while two thirds thought they were nice, clean and pristine.",,"[""The negatives is that the bathroom wasn't that clean when we first arrived and that the beds could've been more comfortable."", 'The place had everything we needed, a large big room that never felt cramp, a nice clean bathroom, and a very kid-friendly atmosphere.', 'When we went to use the facilities at this hotel, we both noticed how the bathrooms had been cleaned and they were pristine in quality.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['opinion', 'command', 'command', 'statement', 'statement', 'open_question_opinion', 'statement', 'statement', 'yes_no_question']",Will I feel full after I eat there?,yes_no_question,224,The Curry Princes gets some mixed reviews on portions. Some customers say the portions were quite generous while other say they were really small. Would you like to know more about them or should I look at some other places?,The Curry Princes gets some mixed reviews on portions.. Some customers say the portions were quite generous while other say they were really small.,Would you like to know more about them or should I look at some other places?,"['We wished the portions were bigger.', 'The portions could be bigger for the price.', 'The only dislikes I would have is that the portion sizes of the foods were quite small, and there were no vegetarian options, sadly.', 'While the portion sizes for food are generous the food is nothing special and the service not very enthusiastic.', 'You gotta try the Butter Chicken, it was good, lots of it on the place and affordable.']",5,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,13,"['statement', 'command', 'opinion', 'opinion', 'statement', 'statement', 'statement', 'opinion', 'command', 'command', 'statement', 'opinion', 'open_question_opinion']",Do they have outdoor dining available?,open_question_opinion,110,"Yes, the Curry Prince restaurant does have outdoor dining available complete with heats and a cozy atmosphere.","Yes, the Curry Prince restaurant does have outdoor dining available complete with heats and a cozy atmosphere.",,"['The seating was outside and very cozy with outdoor heaters.', 'There was a place for outdoor dining which we used while we were here and it felt very relaxing.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'statement', 'yes_no_question', 'command', 'command', 'statement', 'command']","Yes, but are the staff there friendly, polite, and responsive?",command,116,"From the many reviews that I have read, guests of Cityroomz all rave about how friendly and courteous the staff was.","From the many reviews that I have read, guests of Cityroomz all rave about how friendly and courteous the staff was.",,"['It really does have a great view, and the staff made us feel very welcome.', 'The staff was friendly at the very start at check-in and the great attitude continued throughout my stay.', 'The staff is very friendly and helpful from check-in to check-out.', 'They were friendly and kind.', 'Upon my arrival, I noticed how professional and courteous the staff was to me.']",5,hotel,review,empty,empty,empty,empty,empty,0.0,0.025945945945945948,0.0,0.0,0.0
0,19,"['statement', 'statement', 'statement', 'statement', 'statement', 'open_question_opinion', 'command', 'statement', 'open_question_factual', 'statement', 'statement', 'complaint', 'complaint', 'statement', 'opinion', 'yes_no_question', 'opinion', 'statement', 'yes_no_question']",Is the acorn in a convenient location to the venue?,yes_no_question,245,"The Acorn is not very close to the city center so some guests were pretty let down that the nightlife was so far away. However, the guests who were looking for peace and quiet were happy with the location. Would you like to know more about them?","The Acorn is not very close to the city center so some guests were pretty let down that the nightlife was so far away.. However, the guests who were looking for peace and quiet were happy with the location.",Would you like to know more about them?,"['The only thing we did not like was the location.', 'I felt extremely safe and comfortable with the location of the guesthouse.', 'The location is the only downside, as it was far from the center.', 'That is not the fault of the Acorn Guest House, but you do have to travel about 15 minutes if you want to get to any nightlife.', 'It was honestly in a good location, which made all the difference.', ""The location wasn't great though, but I was struggling to find an available place that offered a perfect location plus free wi-fi."", ""We didn't care so much if it had other things, but a great view and good location, were not things we were going to give a little on.""]",7,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['opinion', 'opinion', 'command', 'opinion', 'opinion', 'opinion', 'thanking', 'statement', 'thanking', 'statement', 'yes_no_question']",Do you know if this bed and breakfast have big rooms?,yes_no_question,179,"In terms of room sizes, the Alexander Bed and Breakfast has mixed reviews, as customers tend to judge their offerings to be tiny and impossible to hot multiple people comfortably.","In terms of room sizes, the Alexander Bed and Breakfast has mixed reviews, as customers tend to judge their offerings to be tiny and impossible to hot multiple people comfortably.",,"['Also, the larger size of our room made the experience within the room that much more comfortable.', ""The cons are that the rooms are tiny, I couldn't comfortably walk around in mine alone."", 'Multiple people would probably be a nightmare.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['open_question_opinion', 'statement', 'statement', 'opinion', 'command', 'statement', 'open_question_opinion']",Is the service great?,open_question_opinion,145,"Customers tend to rave about the service at Restaurant Two Two, saying they have amazing staff that's helpful and about to recommend good dishes.","Customers tend to rave about the service at Restaurant Two Two, saying they have amazing staff that's helpful and about to recommend good dishes.",,"['We tried cassoulet and bouillabaisse per his recommendation.', 'The staff was so friendly and instantly made us feel welcome.', 'Great food, amazing staff.', 'Our server was very helpful and recommended good specials.']",4,restaurant,review,empty,empty,empty,empty,empty,0.0,0.02191780821917809,0.0,0.0,0.0
0,7,"['statement', 'statement', 'statement', 'statement', 'opinion', 'statement', 'open_question_opinion']",Are the rooms there big?,open_question_opinion,142,"The guests that have stayed at the Cityroomz are split when it comes to the size of the rooms, some saying they're tiny and the rest, sizable.","The guests that have stayed at the Cityroomz are split when it comes to the size of the rooms, some saying they're tiny and the rest, sizable.",,"['Surprisingly, I was in awe of how big a room I was able to obtain for my visit.', 'The room was pretty darn tiny.', 'This room was very spacious and both the room and bathroom were extremely clean.', ""I didn't enjoy that aspect at all.""]",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'open_question_opinion', 'opinion', 'opinion', 'yes_no_question']",Will the room be peaceful and not noisy?,yes_no_question,117,"No, one of the downsides mentioned about the University Arms Hotel is the presence of annoying outside noise sources.","No, one of the downsides mentioned about the University Arms Hotel is the presence of annoying outside noise sources.",,"['It was pretty annoying.', 'The only downside to the hotel was the noise.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,13,"['statement', 'open_question_factual', 'statement', 'open_question_opinion', 'statement', 'open_question_factual', 'statement', 'statement', 'command', 'statement', 'command', 'open_question_factual', 'yes_no_question']",Do they offer free and reliable wifi?,yes_no_question,129,"Hobsons House Wi-Wi is free to use, but I did read that it can be slow at times. Do you have any other questions about the hotel?","Hobsons House Wi-Wi is free to use, but I did read that it can be slow at times.",Do you have any other questions about the hotel?,"['While I was not pleased with the slow wi-fi and small room, I was content with their awesome breakfast options, friendly and engaging staff members and the best part!']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['statement', 'statement', 'command']",Could you tell me about their outdoor dining options?,command,113,"I can't give you too many specifics as they aren't available, but there is indeed outdoor dining at Little Seoul.","I can't give you too many specifics as they aren't available, but there is indeed outdoor dining at Little Seoul.",,['It was also a nice place to eat since there was an outdoor dining area.'],2,restaurant,faq,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'statement', 'open_question_opinion', 'statement', 'open_question_opinion']",Do they have a good outdoor space to dine in?,open_question_opinion,104,"Yes, COTE has a very nice area to dine outdoors. Would you like to know more about them or book a table?","Yes, COTE has a very nice area to dine outdoors.",Would you like to know more about them or book a table?,['The service is professional and they have a nice place to eat outside.'],2,restaurant,faq,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,13,"['statement', 'statement', 'statement', 'opinion', 'open_question_factual', 'statement', 'statement', 'statement', 'statement', 'statement', 'command', 'statement', 'open_question_opinion']",How is the atmosphere at those locations?,open_question_opinion,121,The atmosphere at the Ask Restaurant is seen as being beautiful and guests have enjoyed dining at Zizi Cambridge as well.,The atmosphere at the Ask Restaurant is seen as being beautiful and guests have enjoyed dining at Zizi Cambridge as well.,,"['But if you can get past the mediocre service, this place offers some really high quality dishes with a beautiful atmosphere featuring upscale decor.', ""Their specialty menu of alcoholic drinks is extensive and surprisingly affordable, and you'll get to enjoy the ambiance without being disappointed with the size of their entrees."", 'I had a good time at Zizzi Cambridge.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['statement', 'statement', 'statement', 'statement', 'command', 'open_question_opinion', 'statement', 'statement', 'statement', 'opinion', 'opinion']","Which of these have fun, welcoming atmospheres?",opinion,123,Customers seem to have a good time at Zizzi Cambridge while those at the Ask Restaurant viewed the atmosphere as beautiful.,Customers seem to have a good time at Zizzi Cambridge while those at the Ask Restaurant viewed the atmosphere as beautiful.,,"['But if you can get past the mediocre service, this place offers some really high quality dishes with a beautiful atmosphere featuring upscale decor.', ""Their specialty menu of alcoholic drinks is extensive and surprisingly affordable, and you'll get to enjoy the ambiance without being disappointed with the size of their entrees."", 'I had a good time at Zizzi Cambridge.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['open_question_opinion', 'statement', 'statement', 'statement', 'command', 'statement', 'statement', 'statement', 'command']",I would like to know if it is possible to dine outside?,command,139,"Yes, you can sit outside at Curry Prince and one past guest said that the outdoor seating area was cozy while another said it was relaxing.","Yes, you can sit outside at Curry Prince and one past guest said that the outdoor seating area was cozy while another said it was relaxing.",,"['The seating was outside and very cozy with outdoor heaters.', 'There was a place for outdoor dining which we used while we were here and it felt very relaxing.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['statement', 'opinion', 'opinion', 'statement', 'opinion', 'command', 'command', 'statement', 'statement', 'opinion', 'open_question_opinion', 'statement', 'opinion', 'command', 'yes_no_question']",Are there non-alcoholic drink options available?,yes_no_question,150,"Yes, there are non-alcoholic drink options available when dining at the Meghna restaurant, however, some customers were disappointed in the selection.","Yes, there are non-alcoholic drink options available when dining at the Meghna restaurant, however, some customers were disappointed in the selection.",,"['I was kind of disappointed at the fact that they really did not have a large choice for non-alcoholic beverages.', 'Since I was working I did not want to have a hard drink, so I my choices were coffee, tea, or water.']",2,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'command', 'opinion', 'opinion', 'yes_no_question']",Do they have a good portion of food sizes?,yes_no_question,126,The Pizza Hut Fen Ditton is known for their very generous portions of food. Would you like to know more about this restaurant?,The Pizza Hut Fen Ditton is known for their very generous portions of food.,Would you like to know more about this restaurant?,"['It was a blast, all of the dishes were very authentic and had very, very, healthy servings.', 'I think the food is priced well and you get good portions.', 'The portions were big that I was able to eat the leftover for dinner.', 'We thought that the portion sizes of the food were generous, and the quality was quite high and tasty, but every dish was overpriced, which made the meal too expensive in the end.', ""My Calzone was the size of my head and my coworker's Bolognese could feed two people."", 'I got an excellent portion on my plate.']",6,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['yes_no_question', 'command', 'statement', 'opinion', 'opinion', 'opinion', 'command', 'command', 'command', 'statement', 'statement']",How is the service there?,statement,188,The service at Zizzi Cambridge is best described as uneven. Some nights are fun and others will make you wonder if the waitstaff is sleeping. Would you still like to keep your reservation?,The service at Zizzi Cambridge is best described as uneven.. Some nights are fun and others will make you wonder if the waitstaff is sleeping.,Would you still like to keep your reservation?,"[""I'll definitely go again sometime for dinner to see if the service is better at night."", 'Went with friends had Lasagne with garlic bread we had a blast with some of the employees there as we were all in a good mood, would definitely come back and try the spaghetti chorizo carbonara as it looked delicious on the menu its a good recommendation for a date or family dinner', 'The staff were friendly and the dining room was spacious though the decor was a bit dated.', 'While the food was great, the wait staff seemed pretty lackluster and not very interested in dealing with us, which is a shame because we would have left a hefty tip if they had been more attentive.']",4,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,13,"['statement', 'statement', 'command', 'opinion', 'opinion', 'statement', 'yes_no_question', 'statement', 'command', 'command', 'yes_no_question', 'statement', 'yes_no_question']",Does University Arms have a friendly staff?,yes_no_question,156,"While the staff can be disrespectful and rude at times, for the most part, guests are pleased with the responsive, helpful service at University Arms Hotel.","While the staff can be disrespectful and rude at times, for the most part, guests are pleased with the responsive, helpful service at University Arms Hotel.",,"['I did not find the staff very responsive or helpful.', 'Another added merit was that the hotel staff was very friendly and polite.', 'When attempting to troubleshoot my issue with staff, they were disrespectful and rude.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.018658892128279887,0.0,0.0,0.0
0,11,"['opinion', 'open_question_opinion', 'statement', 'statement', 'command', 'statement', 'statement', 'statement', 'opinion', 'statement', 'open_question_factual']",Is the service known to be friendly?,open_question_factual,117,"Without exception, reviews noted the friendly service at Cityroomz. Can I answer any other questions about the hotel?","Without exception, reviews noted the friendly service at Cityroomz.",Can I answer any other questions about the hotel?,"['It really does have a great view, and the staff made us feel very welcome.', 'The staff was friendly at the very start at check-in and the great attitude continued throughout my stay.', 'The staff is very friendly and helpful from check-in to check-out.', 'They were friendly and kind.', 'Upon my arrival, I noticed how professional and courteous the staff was to me.']",5,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'statement', 'command', 'statement', 'statement', 'statement', 'open_question_opinion']",Are the portions big?,open_question_opinion,244,"The reviews are mixed on the portions with half of the customers thinking the portion sizes were generous while the other half thought they were really small, puny even. Would you like to know more about them or should I look for another place?","The reviews are mixed on the portions with half of the customers thinking the portion sizes were generous while the other half thought they were really small, puny even.",Would you like to know more about them or should I look for another place?,"['We were stuffed.', 'The prices are surprisingly affordable for the portion size, as well.', 'The portions were so small though sadly.', 'The food was bland and dry and the portions were puny.']",4,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['statement', 'command', 'statement', 'opinion', 'open_question_opinion', 'statement', 'command', 'command', 'opinion', 'open_question_factual', 'yes_no_question']",Do they have nice interior art decor?,yes_no_question,112,"According to two cuistomer reviews that I found, the Cotto has nice decor. Would you like to know anything else?","According to two cuistomer reviews that I found, the Cotto has nice decor.",Would you like to know anything else?,"['The decor in there is really lovely.', 'It was a really nice place to dine because the decor was so nice.']",2,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['open_question_opinion', 'statement', 'yes_no_question']",Do I have a large room?,yes_no_question,104,"Yes. At the Autumn House, guests have noted the size of the rooms (large) and they are also quiet rooms.","Yes.. At the Autumn House, guests have noted the size of the rooms (large) and they are also quiet rooms.",,"['The room is big and I had a great view of the sunset.', 'The room is big and nice and quiet.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,15,"['statement', 'command', 'command', 'command', 'command', 'command', 'statement', 'statement', 'statement', 'statement', 'statement', 'open_question_factual', 'statement', 'statement', 'yes_no_question']",Are the bathrooms there clean?,yes_no_question,297,"The majority of the reviews regarding bathroom cleanliness were positive saying the rooms were nice and clean. However, there was a complaint that the bathroom was not as clean as it should have been. Would you like to know more about the Lensfield or would you like me to check into other places?","The majority of the reviews regarding bathroom cleanliness were positive saying the rooms were nice and clean.. However, there was a complaint that the bathroom was not as clean as it should have been.",Would you like to know more about the Lensfield or would you like me to check into other places?,"['I really appreciated how clean the room and bathroom were.', ""I didn't have to get grossed out by little dirty areas any where."", 'When I arrived I was disappointed to see the bathroom was not as clean as it should be.', 'It was great.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['statement', 'command', 'yes_no_question']",Do they have outdoor seating available?,yes_no_question,100,"Yes, Cote has a nice area for outdoor dining. Would you like me to book you a table to eat outdoors?","Yes, Cote has a nice area for outdoor dining.",Would you like me to book you a table to eat outdoors?,['The service is professional and they have a nice place to eat outside.'],2,restaurant,faq,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'statement', 'command', 'opinion', 'statement', 'open_question_opinion', 'yes_no_question']",Do you know if the Alexander Bed and Breakfast offers stable Internet?,yes_no_question,110,"Yes, there is stable internet at Alexander Bed and Breakfast. Past guests have commented on the fast internet.","Yes, there is stable internet at Alexander Bed and Breakfast.. Past guests have commented on the fast internet.",,"['I also appreciated the fast and free Wi-Fi in my room.', 'The wifi was really fast too, so no issues streaming shows at night from the bedroom.']",4,hotel,faq,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,11,"['statement', 'open_question_factual', 'statement', 'statement', 'command', 'command', 'command', 'yes_no_question', 'pos_answer', 'statement', 'open_question_factual']",Does El Shaddai charge guests a fee for using the WiFi?,open_question_factual,121,El Shaddai charges their guests a fee for using the WiFi at a rate of 10 GBP. Is there anything else I can help you with?,El Shaddai charges their guests a fee for using the WiFi at a rate of 10 GBP.,Is there anything else I can help you with?,"['Free Wi-Fi was also a very nice perk.', 'As I needed to take care of some business well at this location, the provided Internet was more than adequate.', 'I was able to use my laptop with the fast Wi-Fi.']",4,hotel,faq,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['opinion', 'statement', 'yes_no_question', 'statement', 'yes_no_question', 'statement', 'yes_no_question']",Do they have outdoor seating?,yes_no_question,150,"according to the reviews that I have on hand for this location, responses indicated it does have tables outside as well as outdoor seating in general.","according to the reviews that I have on hand for this location, responses indicated it does have tables outside as well as outdoor seating in general.",,['The restaurant was located in a nice area and our party got a table outside to eat and it was really well decorated; I liked the ambiance.'],2,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,17,"['statement', 'statement', 'open_question_factual', 'comment', 'statement', 'statement', 'yes_no_question', 'command', 'command', 'statement', 'open_question_opinion', 'statement', 'statement', 'statement', 'open_question_factual', 'open_question_factual', 'yes_no_question']",Do they have a nice indoor dining are?,yes_no_question,117,"Yes, the indoor dining area is decorated in a very nice way, guests said that it was very modern and had nice marble.","Yes, the indoor dining area is decorated in a very nice way, guests said that it was very modern and had nice marble.",,"[""The food was of good quality, affordable for drinks price, Various gluten-free options and a nice indoor décor but i didn't like the Mediocre service and  view"", 'Upon arrival I really liked the décor and setting of the place.', ""With such a stripped down minimalist name you'd expect a sleek modern look to the place and you'd be right."", 'It was very hip and modern with lots of polished faux-marble.']",4,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['open_question_opinion', 'statement', 'statement', 'command', 'open_question_factual']",What kind of drinks are offered?,open_question_factual,117,They have a wide or limited number of non-alcoholic drinks. I do not have any information about the alcoholic drinks.,They have a wide or limited number of non-alcoholic drinks.. I do not have any information about the alcoholic drinks.,,"['My friends and I do agree that the non-alcoholic drink options were great and there were lots to chose from.', ""The only downside was a fairly limited menu of non-alcoholic drink options, but if you go for the afternoon tea as we did, it won't be much of an issue."", 'The first thing I ordered was some afternoon tea, which turned out bland and a little too sweet, however the place did have a wide variety of non-alcoholic options which I felt was wholesome.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'statement', 'statement', 'statement', 'yes_no_question']",Is the Avalon a quiet guesthouse?,yes_no_question,135,"Some customers have stated that the rooms at the Avalon are loud, but others have stated that they are quiet and useful for working in.","Some customers have stated that the rooms at the Avalon are loud, but others have stated that they are quiet and useful for working in.",,"['The slow Wi-Fi and noisy room made work a bit difficult.', 'Furthermore, the room itself was silent and allowed me to get the work that I needed to do completed.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,5,"['statement', 'command', 'opinion', 'statement', 'command']",Can you make certain the room is very clean?,command,116,Certainly. Most guests to Acorn Guest House noted that their rooms were very clean. Do you have any other questions?,Certainly.. Most guests to Acorn Guest House noted that their rooms were very clean.,Do you have any other questions?,"['The room in which I stayed was extremely well-kept and not dirty in any way.', 'It seemed every time we went out, we can back to an immaculate room.', ""The downside was that the room and bathroom weren't clean at first but that was promptly taken care of."", 'And the room was always clean.', 'I noticed the attention to detail the housekeeping staff took to ensure that my room was clean upon arrival.']",5,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'command', 'yes_no_question', 'command', 'statement', 'statement', 'opinion', 'statement', 'yes_no_question']",Do you know whether the Missing Sock is nicely decorated for patrons to dine in?,yes_no_question,120,"Unfortunately, previous customers have noted that the Missing Sock's decor is unkempt and far from pleasantly decorated.","Unfortunately, previous customers have noted that the Missing Sock's decor is unkempt and far from pleasantly decorated.",,['The people were friendly but the decor was unkempt and the view from where we sat looked out over a construction site.'],1,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['opinion', 'statement', 'statement', 'statement', 'command', 'statement', 'command']",Can you tell me what the atmosphere is like at the Meze Bar Restaurant?,command,168,"Yes, I can tell you what the atmosphere is like at the Meze Bar Restaurant. The environment according to past users is ""cheap"" and a ""downer"" if there is no live music.","Yes, I can tell you what the atmosphere is like at the Meze Bar Restaurant.. The environment according to past users is ""cheap"" and a ""downer"" if there is no live music.",,"['When I got there I was put off by how cheap the environment seemed.', ""The only downer was the atmosphere that night (no live music) and the food itself wasn't as good as it used to be, perhaps they changed recipes or something.""]",2,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,7,"['statement', 'opinion', 'command', 'command', 'statement', 'statement', 'yes_no_question']",Does it have reliable internet connections available?,yes_no_question,131,According to some of the reviews left by previous guests the internet connection was fast  but some others stated that it was slow.,According to some of the reviews left by previous guests the internet connection was fast  but some others stated that it was slow.,,"['The provided Internet was extremely fast and more than enough for our needs.', ""The wifi was any slower though, it won't work at all.""]",4,hotel,faq,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['yes_no_question', 'statement', 'opinion', 'opinion', 'command', 'statement', 'statement', 'statement', 'yes_no_question']",Does this hotel have clean bathrooms?,yes_no_question,176,"Most guests at the Alpha-Milton Guest House find the bathrooms spotless, incredibly clean, and well appointed, but some guests might find them less clean than others elsewhere.","Most guests at the Alpha-Milton Guest House find the bathrooms spotless, incredibly clean, and well appointed, but some guests might find them less clean than others elsewhere.",,"['The bathroom was spotless.', 'We really liked the size of the room, which was very spacious, and the bathroom was super clean and well appointed.', 'The bathroom was also incredibly clean.', ""The WiFi is kind of slow and wasn't that good, and the bathroom wasn't the cleanest I have seen elsewhere.""]",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,3,"['open_question_factual', 'statement', 'open_question_opinion']",Is the location nice?,open_question_opinion,159,One customer liked the location because of its proximity to their place but other customers said that the location was not desirable as it was in a back alley.,One customer liked the location because of its proximity to their place but other customers said that the location was not desirable as it was in a back alley.,,"[""The only downside was the location as it's sort of in a back alley with a view of a dumpster."", 'The location was only a 10 minutes walk from my place.', 'We were excited to get inside but the location of the gastropub itself was not that desirable.']",3,restaurant,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['opinion', 'open_question_opinion', 'yes_no_question', 'statement', 'open_question_opinion', 'command', 'command', 'opinion', 'opinion']","I want a place with immaculate cleanliness, is Avalon like that?",opinion,119,"According to the reviews I have on hand for that location, the rooms are impeccable, and really or exceptionally clean.","According to the reviews I have on hand for that location, the rooms are impeccable, and really or exceptionally clean.",,"['The room was comfortable and clean, which is nice.', 'The bed was very comfortable, and the room was exceptionally clean upon my arrival.', 'And the cleanliness was really impeccable.', 'Both the room and bathroom were really clean and well appointed.']",4,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
0,9,"['statement', 'statement', 'opinion', 'open_question_opinion', 'opinion', 'open_question_opinion', 'statement', 'statement', 'statement']",I like really nice people so is the staff friendly?,statement,120,"Yes, the staff at the Alexander Bed and Breakfast is exceptionally friendly and courteous to those staying at the hotel.","Yes, the staff at the Alexander Bed and Breakfast is exceptionally friendly and courteous to those staying at the hotel.",,"['The B&B is pretty quiet and well appointed, and the staff goes out of their way to be friendly.', 'The staff is also a joy to interact with, one of the most important parts of any stay.', 'We were greeted with very friendly staff.']",3,hotel,review,empty,empty,empty,empty,empty,0.0,0.025363276089828274,0.0,0.0,0.0
0,7,"['statement', 'open_question_opinion', 'opinion', 'statement', 'statement', 'command', 'yes_no_question']","Is that place very, very clean?",yes_no_question,128,"According to the reviews I have on hand for that location, the rooms have been described as not very clean and could be cleaner.","According to the reviews I have on hand for that location, the rooms have been described as not very clean and could be cleaner.",,"['The room was not very clean but it was large.', 'If only the room was a bit cleaner, it would have been perfect.']",2,hotel,review,empty,empty,empty,empty,empty,0.0,0.0,0.0,0.0,0.0
