reference_response_question,avg_bleu,avg_meteor,avg_rouge1,avg_rouge2,avg_rougeL,num_samples
do you have any other questions about them?,0.0,0.0,0.0,0.0,0.0,2
do you have any other questions about this holiday inn?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions about this location or shall i book it?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions about this location?,0.0,0.0,0.0,0.0,0.0,2
do you have any other questions about this property?,0.0,0.01997918834547347,0.0,0.0,0.0,1
do you have any other questions about wagamama?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions about your dining options?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions about your upcoming reservation?,0.0,0.0,0.0,0.0,0.0,2
do you have any other questions about your upcoming stay at the hotel?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions about your upcoming stay?,0.0,0.0,0.0,0.0,0.0,2
do you have any other questions at this time?,0.0,0.0,0.0,0.0,0.0,2
do you have any other questions before i book a room for you?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions before you book?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions for me or are you ready to make a booking?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions for me today?,0.0,0.0,0.0,0.0,0.0,2
do you have any other questions for me?,0.0,0.0,0.0,0.0,0.0,4
do you have any other questions i can answer for you about fitzbillies restaurant?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions i can answer for you?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions i can help with?,0.0,0.011636363636363639,0.0,0.0,0.0,2
do you have any other questions i can help you with?,0.0,0.0,0.0,0.0,0.0,4
do you have any other questions or should i book it?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions or would you like me to book a table?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions or would you like to book a room?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions or would you like to make a reservation?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions regarding menu options?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions regarding your reservation at kymmoy?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions that i can answer for you at this time?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions that i can answer for you today?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions that i can answer for you?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions that i can help you with at this time?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions that i can help you with today?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions that i can help you with?,0.0,0.0,0.0,0.0,0.0,4
do you have any other questions that i can try to answer for you?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions to ask about warkworth house and its amenities?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions to help decide?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions to help narrow down your choice?,0.0,0.0,0.0,0.0,0.0,1
do you have any other questions?,0.0,0.0014514952745810152,0.0,0.0,0.0,121
do you have anymore questions?,0.0,0.0,0.0,0.0,0.0,1
do you have further questions?,0.0,0.0,0.0,0.0,0.0,1
do you have other questions about restaurant two two?,0.0,0.0,0.0,0.0,0.0,1
do you have other questions about the restaurant?,0.0,0.0,0.0,0.0,0.0,1
do you have other questions about the university arms hotel that i can assist with?,0.0,0.01750227894257065,0.0,0.0,0.0,1
do you have other questions i can answer?,0.0,0.0,0.0,0.0,0.0,1
do you have other questions?,0.0,0.0,0.0,0.0,0.0,2
do you have questions about any other items on the menu at la tasca?,0.0,0.0,0.0,0.0,0.0,1
do you need a reservation?,0.0,0.0,0.0,0.0,0.0,2
do you need additional information or do you want to make a reservation?,0.0,0.0,0.0,0.0,0.0,1
do you need additional options or would you like to book a table?,0.0,0.0,0.0,0.0,0.0,1
do you need any additional information about the hotel?,0.0,0.0,0.0,0.0,0.0,1
do you need any additional information before booking?,0.0,0.0,0.0,0.0,0.0,1
do you need any additional information?,0.0,0.0,0.0,0.0,0.0,1
do you need any more information about it?,0.0,0.0,0.0,0.0,0.0,1
do you need any more information about the hotel?,0.0,0.024806201550387603,0.0,0.0,0.0,1
do you need any more information about the restaurant?,0.0,0.0,0.0,0.0,0.0,2
do you need any more information on any thing else?,0.0,0.0,0.0,0.0,0.0,1
do you need any more information or would you like to make a reservation?,0.0,0.0,0.0,0.0,0.0,1
do you need any more information?,0.0,0.0,0.0,0.0,0.0,9
do you need any other info from me?,0.0,0.0,0.0,0.0,0.0,1
do you need any other information about the restaurant?,0.0,0.0,0.0,0.0,0.0,2
do you need any other information from me?,0.0,0.0,0.0,0.0,0.0,6
do you need any other information?,0.0,0.0,0.0,0.0,0.0,11
do you need anymore information?,0.0,0.011175785797438886,0.0,0.0,0.0,2
do you need anything else from me?,0.0,0.0,0.0,0.0,0.0,2
do you need anything else?,0.0,0.0008328513591671486,0.0,0.0,0.0,19
do you need assistance with anything else?,0.0,0.0,0.0,0.0,0.0,2
do you need help with anything else?,0.0,0.0,0.0,0.0,0.0,4
do you need help with booking?,0.0,0.0,0.0,0.0,0.0,2
do you need me to search for additional information?,0.0,0.0,0.0,0.0,0.0,1
do you need more information about curry garden?,0.0,0.0,0.0,0.0,0.0,1
do you need more information about them?,0.0,0.0,0.0,0.0,0.0,1
do you need more information?,0.0,0.0,0.0,0.0,0.0,7
do you need more specifics?,0.0,0.0,0.0,0.0,0.0,1
do you need to know anything else about it?,0.0,0.0,0.0,0.0,0.0,1
do you need to know anything else about the hotel?,0.0,0.024273072060682688,0.0,0.0,0.0,1
do you need to know anything else before making a reservation?,0.0,0.0,0.0,0.0,0.0,1
do you need to know anything else or do you need any more from me?,0.0,0.0,0.0,0.0,0.0,1
do you need to know anything else or do you want to make a reservation ?,0.0,0.0,0.0,0.0,0.0,1
do you need to know anything else or will you want to book a room?,0.0,0.0,0.0,0.0,0.0,1
do you need to know anything else or would you like a reservation?,0.0,0.0,0.0,0.0,0.0,1
do you need to know anything else?,0.0,0.0022551092318534183,0.0,0.0,0.0,11
do you still think limehouse would meet your needs?,0.0,0.0,0.0,0.0,0.0,1
do you still want a reservation there?,0.0,0.0,0.0,0.0,0.0,2
do you still want your reservation?,0.0,0.0,0.0,0.0,0.0,1
do you want a booking?,0.0,0.0,0.0,0.0,0.0,2
do you want a reservation anyway?,0.0,0.0,0.0,0.0,0.0,1
do you want a reservation now?,0.0,0.0,0.0,0.0,0.0,1
do you want a reservation some place else?,0.0,0.0,0.0,0.0,0.0,1
do you want a reservation still?,0.0,0.0,0.0,0.0,0.0,1
do you want a reservation there today?,0.0,0.0,0.0,0.0,0.0,1
do you want a reservation there?,0.0,0.0038929440389294414,0.0,0.0,0.0,4
do you want a reservation?,5.9350384954657994e-12,0.0019251284119379882,0.001934235976789168,0.0,0.001934235976789168,47
do you want a room there?,0.0,0.01016949152542373,0.0,0.0,0.0,2
do you want a room?,0.0,0.0,0.0,0.0,0.0,1
do you want a table there?,0.0,0.0,0.0,0.0,0.0,1
do you want any more information about them?,0.0,0.0,0.0,0.0,0.0,1
do you want any more information?,0.0,0.0,0.0,0.0,0.0,4
do you want anymore information?,0.0,0.0,0.0,0.0,0.0,1
do you want me to book a room for you?,0.0,0.0,0.0,0.0,0.0,1
do you want me to book a room there?,0.0,0.0,0.0,0.0,0.0,1
do you want me to book it for you?,0.0,0.0,0.0,0.0,0.0,2
do you want me to book you a reservation?,0.0,0.0,0.0,0.0,0.0,2
do you want me to book you a room?,0.0,0.0,0.0,0.0,0.0,1
do you want me to check availability there?,0.0,0.019631901840490802,0.0,0.0,0.0,1
do you want me to check availability?,0.0,0.0,0.0,0.0,0.0,2
do you want me to double check for you?,0.0,0.0,0.0,0.0,0.0,1
do you want me to find out more information?,0.0,0.0,0.0,0.0,0.0,1
do you want me to go ahead and book a room for you?,0.0,0.0,0.0,0.0,0.0,1
do you want me to go ahead and book it now?,0.0,0.0,0.0,0.0,0.0,1
do you want me to look for another option?,0.0,0.0,0.0,0.0,0.0,1
do you want me to make a reservation for you tonight or would you like to look at alternatives?,0.0,0.0,0.0,0.0,0.0,1
do you want me to make a reservation for you?,0.0,0.0,0.0,0.0,0.0,2
do you want me to make a reservation still?,0.0,0.0,0.0,0.0,0.0,1
do you want me to make you a reservation there?,0.0,0.0,0.0,0.0,0.0,2
do you want me to make you a reservation?,0.0,0.0,0.0,0.0,0.0,1
do you want me to reserve a table for you?,0.0,0.0,0.0,0.0,0.0,1
do you want me to search for another option?,0.0,0.0,0.0,0.0,0.0,1
do you want me to see if i can find a time that works?,0.0,0.0,0.0,0.0,0.0,1
do you want that or do you want more information first?,0.0,0.022802850356294542,0.0,0.0,0.0,1
do you want the reservation?,0.0,0.0,0.0,0.0,0.0,1
do you want to book a reservation now?,0.0,0.0,0.0,0.0,0.0,1
do you want to book a reservation there?,0.0,0.008778779116646604,0.0,0.0,0.0,6
do you want to book a reservation?,0.0,0.0,0.0,0.0,0.0,6
do you want to book a room somewhere else?,0.0,0.0,0.0,0.0,0.0,1
do you want to book a room there or do you still have more questions?,0.0,0.0,0.0,0.0,0.0,1
do you want to book a room there or look at some other options?,0.0,0.0,0.0,0.0,0.0,1
do you want to book a room there tonight?,0.0,0.0,0.0,0.0,0.0,2
do you want to book a room there?,0.0,0.004332090261605882,0.0,0.0,0.0,15
do you want to book a room?,0.0,0.003515239424270365,0.0,0.0,0.0,17
do you want to book a stay?,0.0,0.0,0.0,0.0,0.0,1
do you want to book a table there or are you looking for more info?,0.0,0.0,0.0,0.0,0.0,1
do you want to book a table there or do you have further questions?,0.0,0.0,0.0,0.0,0.0,1
do you want to book a table there?,0.0,0.0,0.0,0.0,0.0,6
do you want to book a table?,0.0,0.0,0.0,0.0,0.0,5
do you want to book it anyway?,0.0,0.0,0.0,0.0,0.0,1
do you want to book it anyways?,0.0,0.0,0.0,0.0,0.0,1
do you want to book it?,0.0,0.006075822489663474,0.0,0.0,0.0,10
do you want to change your reservation?,0.0,0.0,0.0,0.0,0.0,4
do you want to continue with a booking?,0.0,0.0,0.0,0.0,0.0,1
do you want to dine there?,0.0,0.0,0.0,0.0,0.0,1
do you want to explore other locations?,0.0,0.0,0.0,0.0,0.0,1
do you want to explore other options?,0.0,0.0,0.0,0.0,0.0,2
do you want to explore some other options?,0.0,0.0,0.0,0.0,0.0,4
do you want to explore some other places?,0.0,0.0,0.0,0.0,0.0,1
do you want to get a reservation or find more locations?,0.0,0.0,0.0,0.0,0.0,1
do you want to go ahead with making a reservation?,0.0,0.0,0.0,0.0,0.0,1
do you want to go ahead with the booking?,0.0,0.0,0.0,0.0,0.0,1
do you want to know any more information about the acorn guest house?,0.0,0.0,0.0,0.0,0.0,1
do you want to know any other information or would you like a table?,0.0,0.0,0.0,0.0,0.0,1
do you want to know anything else about it?,0.0,0.0,0.0,0.0,0.0,4
do you want to know anything else about the establishment?,0.0,0.0,0.0,0.0,0.0,1
do you want to know anything else about the hotel?,0.0,0.0,0.0,0.0,0.0,1
do you want to know anything else about the place?,0.0,0.0,0.0,0.0,0.0,1
do you want to know anything else about the restaurant?,0.0,0.0,0.0,0.0,0.0,3
do you want to know anything else or is that all?,0.0,0.0,0.0,0.0,0.0,1
do you want to know anything else or make a booking?,0.0,0.0,0.0,0.0,0.0,1
do you want to know anything else or should we make you a reservation?,0.0,0.0,0.0,0.0,0.0,1
do you want to know anything else?,0.0,0.0,0.0,0.0,0.0,48
do you want to know anything more?,0.0,0.0,0.0,0.0,0.0,2
do you want to know more about any of the three restaurants?,0.0,0.0,0.0,0.0,0.0,1
do you want to know more information about something else?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at alternative options?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at another hotel?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at another location and cancel your reservation?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at another location instead?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at another location?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at another option?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at another place?,0.0,0.0,0.0,0.0,0.0,2
do you want to look at another restaurant or is this okay?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at other options or do you want a reservation?,0.0,0.021500559910414344,0.0,0.0,0.0,1
do you want to look at other options?,0.0,0.0,0.0,0.0,0.0,5
do you want to look at other places?,0.0,0.00632411067193676,0.0,0.0,0.0,3
do you want to look at some other locations that might have a better view?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at some other locations?,0.0,0.0,0.0,0.0,0.0,2
do you want to look at some other options for your stay?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at some other options or go ahead and make a reservation anyway?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at some other options?,0.0,0.0,0.0,0.0,0.0,1
do you want to look at someplace else?,0.0,0.0,0.0,0.0,0.0,1
do you want to look elsewhere for a hotel?,0.0,0.0,0.0,0.0,0.0,1
do you want to look elsewhere or is that okay?,0.0,0.0,0.0,0.0,0.0,1
do you want to look elsewhere?,0.0,0.0,0.0,0.0,0.0,7
do you want to look for another option?,0.0,0.0,0.0,0.0,0.0,1
do you want to look for other options?,0.0,0.0,0.0,0.0,0.0,1
do you want to look somewhere else?,0.0,0.004219780219780219,0.0,0.0,0.0,5
do you want to make a booking there now or can i answer any other questions?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a booking?,0.0,0.0036233251556897533,0.0,0.0,0.0,7
do you want to make a reservation anyway?,0.0,0.0,0.0,0.0,0.0,2
do you want to make a reservation at the restaurant?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation elsewhere?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation for a table there or look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation for dinner?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation for you?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation now or do you have more questions?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation now?,0.0,0.0,0.0,0.0,0.0,6
do you want to make a reservation or do you have more questions?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation or do you have some other questions?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation or have any other questions?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation or would you like to go some place else?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation somewhere else instead?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there or do you have more questions?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there or do you need more information ?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there or do you need more information on it?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there or do you need more information?,0.0,0.0,0.0,0.0,0.0,3
do you want to make a reservation there or do you want more options?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there or keep looking?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there or look elsewhere?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there today or do you need to know anything else?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there today or look at other places?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there today?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there were you looking more choices?,0.0,0.0,0.0,0.0,0.0,1
"do you want to make a reservation there, or would you like to see some other options?",0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation there?,0.0,0.0,0.0,0.0,0.0,18
do you want to make a reservation today?,0.0,0.0,0.0,0.0,0.0,1
do you want to make a reservation?,0.0,0.0007695943174952588,0.0,0.0,0.0,62
do you want to search for another place?,0.0,0.0,0.0,0.0,0.0,1
do you want to stay somewhere else?,0.0,0.0,0.0,0.0,0.0,1
do you want to stay there?,0.0,0.005368901368901369,0.0,0.0,0.0,14
do you want to try it?,0.0,0.0,0.0,0.0,0.0,2
does that sound good for you?,0.0,0.0,0.0,0.0,0.0,1
does that sound good to you or would you like me to find another place?,0.0,0.0,0.0,0.0,0.0,1
does that sound good to you or would you like me to find another restaurant?,0.0,0.0,0.0,0.0,0.0,1
does that sound good to you?,0.0,0.0,0.0,0.0,0.0,19
does that sound good?,0.0,0.0,0.0,0.0,0.0,3
does that sound like a good fit for you?,0.0,0.0,0.0,0.0,0.0,1
does that sound like a good situation for you?,0.0,0.0,0.0,0.0,0.0,1
does that sound like a place you'd like to go?,0.0,0.0,0.0,0.0,0.0,1
does that sound like a restaurant that you'd like to go to?,0.0,0.0,0.0,0.0,0.0,1
does that sound like it will work for you?,0.0,0.0,0.0,0.0,0.0,1
does that sound like it would work for you?,0.0,0.0,0.0,0.0,0.0,1
does that sound like something you would be interested in?,0.0,0.0,0.0,0.0,0.0,1
does that sound like something you'd like to try?,0.0,0.0,0.0,0.0,0.0,1
does that sound ok?,0.0,0.0,0.0,0.0,0.0,2
does that sound okay for you?,0.0,0.0,0.0,0.0,0.0,2
does that sound okay to you?,0.0,0.0,0.0,0.0,0.0,2
does that sounds alright to you?,0.0,0.0,0.0,0.0,0.0,1
does that work for you?,0.0,0.0,0.0,0.0,0.0,3
does this sound like a place you'd like to visit?,0.0,0.0,0.0,0.0,0.0,1
guests find the beds to be extremely comfortable at a and b. would you like me to book a reservation for you?,0.0,0.0,0.0,0.0,0.0,1
have you made a decision?,0.0,0.0,0.0,0.0,0.0,1
hope that's good enough to convince you to book?,0.0,0.0,0.0,0.0,0.0,1
how does it sound to you?,0.0,0.0,0.0,0.0,0.0,2
how does that sound or would you like me to check out other restaurants?,0.0,0.0,0.0,0.0,0.0,1
how does that sound to you?,0.0,0.0,0.0,0.0,0.0,8
how else may i help you?,0.0,0.0,0.0,0.0,0.0,1
how many nights would you like to reserve?,0.0,0.0,0.0,0.0,0.0,1
how many people will be dining?,0.0,0.0,0.0,0.0,0.0,1
how many people will be in your party?,0.0,0.0,0.0,0.0,0.0,2
how many people would you like to make a reservation for?,0.0,0.0,0.0,0.0,0.0,1
how much space do you require for your stay?,0.0,0.0,0.0,0.0,0.0,1
"however, according to the reviews i have on hand for that location, the rooms are kept pretty clean.. sounds good, right?",0.0,0.0,0.0,0.0,0.0,1
"i am not sure, but the hotel du vin and bistro serves a full bar of alcohol, do you want to make a reservation there?",0.0,0.0,0.0,0.0,0.0,1
i can help you with?,0.0,0.0,0.0,0.0,0.0,2
"i can try to select a larger one for you, if that's acceptable for you?",0.0,0.0,0.0,0.0,0.0,1
i hope that's enough to convince you to book?,0.0,0.0,0.0,0.0,0.0,1
"i suggest we look elsewhere, what do you think?",0.0,0.0,0.0,0.0,0.0,1
"if seats are available and the weather is good, would you like to book an outdoor table?",0.0,0.0,0.0,0.0,0.0,1
"if that sounds good to you, then i will go ahead and book it?",0.0,0.0,0.0,0.0,0.0,1
"if that's important to you, perhaps we should look at other options?",0.0,0.0,0.0,0.0,0.0,1
"if you would like, i can book you a room?",0.0,0.0,0.0,0.0,0.0,1
"if you'd like i can request a larger room for you, or shall i search for another option?",0.0,0.0,0.0,0.0,0.0,1
"india house does have alcoholic drinks and cocktails, would you like to make a reservation there or did you want to stick to delivery?",0.0,0.0,0.0,0.0,0.0,1
is here anything else you'd like to know about them?,0.0,0.0,0.0,0.0,0.0,3
is indoor decor important for you?,0.0,0.0,0.0,0.0,0.0,1
is that a deal breaker for you?,0.0,0.0,0.0,0.0,0.0,1
is that a deal-breaker for you?,0.0,0.0,0.0,0.0,0.0,1
is that a deal-breaker?,0.0,0.0,0.0,0.0,0.0,1
is that all right for your needs?,0.0,0.0,0.0,0.0,0.0,1
is that enough?,0.0,0.0,0.0,0.0,0.0,1
is that going to be a deal-breaker for you?,0.0,0.0,0.0,0.0,0.0,1
is that going to be a problem for you or would you like a reservation?,0.0,0.0,0.0,0.0,0.0,1
is that going to be a problem or should we keep your reservation?,0.0,0.0,0.0,0.0,0.0,1
is that going to be a problem?,0.0,0.0,0.0,0.0,0.0,6
is that going to be an issue or should we make a reservation?,0.0,0.0,0.0,0.0,0.0,1
is that going to be an issue?,0.0,0.0,0.0,0.0,0.0,1
is that going to be okay?,0.0,0.0,0.0,0.0,0.0,1
is that important enough that i should look for another place for you?,0.0,0.0,0.0,0.0,0.0,1
is that ok with you?,0.0,0.0,0.0,0.0,0.0,1
is that okay or do you want me to look for a fancier option?,0.0,0.0,0.0,0.0,0.0,1
is that okay with you?,0.0,0.0,0.0,0.0,0.0,2
is that okay?,0.0,0.0,0.0,0.0,0.0,3
is that something that sounds good to you?,0.0,0.0,0.0,0.0,0.0,1
is that the type of atmosphere you're looking for?,0.0,0.0,0.0,0.0,0.0,1
is that within your budget?,0.0,0.0,0.0,0.0,0.0,1
is thee anything else you'd like to know about them?,0.0,0.0,0.0,0.0,0.0,1
is their anything else i can help with today?,0.0,0.0,0.0,0.0,0.0,1
is there a particular drink or further question you would like to ask about it?,0.0,0.0,0.0,0.0,0.0,1
is there a specific drink you're interested in?,0.0,0.0,0.0,0.0,0.0,1
is there another location you'd like to learn more about?,0.0,0.0,0.0,0.0,0.0,1
is there any more information i can find for you?,0.0,0.009844999638669742,0.0,0.0,0.0,9
is there any more information i can help you with?,0.0,0.0,0.0,0.0,0.0,1
is there any more information you'd like me to find?,0.0,0.020711974110032366,0.0,0.0,0.0,1
"is there any more information you'd like to know about the acorn, and can i help you with any other bookings?",0.0,0.0,0.0,0.0,0.0,1
is there any other assistance i can provide you today?,0.0,0.0,0.0,0.0,0.0,1
is there any other information i can find for you?,0.0,0.007924299888901662,0.0,0.0,0.0,6
is there any other information i can help you find?,0.0,0.0,0.0,0.0,0.0,1
is there any other information that you need?,0.0,0.0013933236574746012,0.0,0.0,0.0,20
is there any other information you need to know?,0.0,0.0,0.0,0.0,0.0,1
is there any other information you need?,0.0,0.0,0.0,0.0,0.0,4
is there any other information you want to know about the restaurants?,0.0,0.0,0.0,0.0,0.0,1
is there any other information you'd like me to find?,0.0,0.0,0.0,0.0,0.0,1
is there anything else for you today?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can answer for you ?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can answer for you about the hotel?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can assist you with?,0.0,0.0,0.0,0.0,0.0,2
is there anything else i can do for you today?,0.0,0.0,0.0,0.0,0.0,2
is there anything else i can do for you?,0.0,0.0,0.0,0.0,0.0,8
is there anything else i can do to assist you?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can find out for you about meghna?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can find out for you about the gandhi?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can find out for you?,0.0,0.0,0.0,0.0,0.0,3
is there anything else i can help with today?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can help with?,0.0,0.0,0.0,0.0,0.0,3
is there anything else i can help you with or would you like me to book it for you?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can help you with such as booking a table?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can help you with today?,0.0,0.0,0.0,0.0,0.0,27
is there anything else i can help you with?,0.0,0.0008338351038611294,0.0,0.0,0.0,113
is there anything else i can help you with??,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can tell you about pizza hut fen ditton?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can tell you about the dojo noodle bar?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can tell you about the oak bistro?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can tell you about the property?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i can tell you about them?,0.0,0.0,0.0,0.0,0.0,6
is there anything else i can tell you about yu garden or any other facility?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i could help you with?,0.0,0.0,0.0,0.0,0.0,1
is there anything else i may help you with?,0.0,0.0,0.0,0.0,0.0,1
is there anything else that i can assist with?,0.0,0.0,0.0,0.0,0.0,1
is there anything else that i can do for you at this time?,0.0,0.0,0.0,0.0,0.0,2
is there anything else that i can do for you today?,0.0,0.0,0.0,0.0,0.0,1
is there anything else that i can do for you?,0.0,0.008617594254937164,0.0,0.0,0.0,2
is there anything else that i can help you with at this time?,0.0,0.0,0.0,0.0,0.0,6
is there anything else that i can help you with today?,0.0,0.0032939657526877275,0.0,0.0,0.0,12
is there anything else that i can help you with?,0.0,0.0,0.0,0.0,0.0,27
is there anything else that you need to know?,0.0,0.0,0.0,0.0,0.0,2
is there anything else that you need?,0.0,0.0,0.0,0.0,0.0,3
is there anything else that you would like me to help you with at this time?,0.0,0.0,0.0,0.0,0.0,1
is there anything else that you would like to know about gonville hotel?,0.0,0.0,0.0,0.0,0.0,1
is there anything else that you would like to know?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you can help you with?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you like to know about fitzbillies?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you might like to know about them?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you need help with?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you need to know about the acorn guest house?,0.0,0.0,0.0,0.0,0.0,2
is there anything else you need to know about the bedouin restaurant?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you need to know about the guest house?,0.0,0.0,0.0,0.0,0.0,2
is there anything else you need to know about the hotel?,0.0,0.03009404388714734,0.0,0.0,0.0,1
is there anything else you need to know about the restaurant?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you need to know?,0.0,0.0027564982135234923,0.0,0.0,0.0,40
is there anything else you need?,0.0,0.0,0.0,0.0,0.0,3
is there anything else you want assistance with?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you want to know about it?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you would like help with today?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you would like information on about it?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you would like information on?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you would like me to help you with?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you would like more information on?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you would like to know about the hotels?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you would like to know about their menu?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you would like to know about this location?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you would like to know?,0.0,0.0014278277682754522,0.0,0.0,0.0,17
is there anything else you'd like to know about bedouin?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about cityroomz?,0.0,0.024806201550387603,0.0,0.0,0.0,1
is there anything else you'd like to know about cotto?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about either place?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about it?,0.0,0.004444444444444445,0.0,0.0,0.0,4
is there anything else you'd like to know about royal spice?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about royal standard?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about the alexander b&b?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about the archway house?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about the gonville?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about the lan hong house?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about the restaurant?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about them or would you like to make a reservation?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know about them?,0.0,0.00030647637036993586,0.0,0.0,0.0,105
is there anything else you'd like to know about them??,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know anything else about them?,0.0,0.0,0.0,0.0,0.0,2
is there anything else you'd like to know to help choose one?,0.0,0.0,0.0,0.0,0.0,1
is there anything else you'd like to know?,0.0,0.0,0.0,0.0,0.0,35
is there anything else you'ld like to know about them?,0.0,0.0,0.0,0.0,0.0,1
