,count
"('can', 'contact')",2
"('contact', 'them')",2
"('another', 'day')",1
"('day', 'or')",2
"('or', 'time?')",2
"('about', 'gonville')",2
"('questions', 'regarding')",2
"('regarding', 'menu')",1
"('menu', 'options?')",1
"('the', 'huntingdon')",3
"('huntingdon', 'marriott?')",1
"('about', 'restaurant')",4
"('restaurant', 'two')",2
"('two', 'two?')",2
"('of', 'a')",5
"('large', 'room?')",5
"('have', 'another')",3
"('another', 'question?')",3
"('reserve', 'the')",1
"('dining', 'area')",1
"('area', 'so')",1
"('can', 'have')",2
"('a', 'perfect')",1
"('perfect', 'view')",1
"('view', 'while')",1
"('while', 'eating?')",1
"('i', 'could')",2
"('could', 'help')",1
"('that', 'enough?')",1
"('the', 'room')",4
"('at', 'gonville')",1
"('serves', 'it?')",1
"('you', 'care')",3
"('care', 'to')",3
"('this', 'hotel?')",2
"('about', 'frankie')",1
"('frankie', 'and')",1
"('and', 'bennys?')",1
"('additional', 'options')",1
"('options', 'or')",4
"('the', 'lucky')",3
"('lucky', 'star?')",3
"('me', 'or')",2
"('same', 'area?')",3
"('have', 'about')",4
"('about', 'any')",12
"('about', 'panahar?')",1
"('on', 'portions?')",1
"('information', 'before')",2
"('out', 'another')",4
"('different', 'option')",2
"('find', 'more')",1
"('more', 'locations?')",1
"('about', 'el')",3
"('el', 'shaddai?')",2
"('booking', 'rooms')",1
"('rooms', 'for')",1
"('on', 'their')",3
"('their', 'decor?')",1
"('to', 'select')",1
"('select', 'a')",2
"('larger', 'one')",1
"('one', 'for')",2
"('you,', 'if')",1
"('if', ""that's"")",3
"(""that's"", 'acceptable')",1
"('acceptable', 'for')",1
"('you', 'find?')",1
"('table', 'reservation')",1
"('or', 'try')",3
"('try', 'someplace')",1
"('someplace', 'else?')",3
"('it', 'anyway?')",2
"('either', 'place?')",5
"('try', 'that?')",1
"('another', 'indian')",1
"('indian', 'restaurant')",1
"('on', 'some')",4
"('and', 'reserve')",2
"('for', '5')",1
"('5', 'people?')",1
"('find', 'somewhere')",3
"('need', 'me')",2
"('for', 'additional')",2
"('information', '?')",2
"(""that's"", 'important')",1
"('important', 'to')",1
"('you,', 'perhaps')",1
"('perhaps', 'we')",1
"('we', 'should')",1
"('should', 'look')",2
"('the', 'table?')",1
"('have', 'questions')",1
"('other', 'items')",1
"('items', 'on')",1
"('at', 'la')",1
"('table', 'available?')",1
"('other', 'dining')",1
"('dining', 'options?')",2
"('place', ""you'd"")",3
"('to', 'go?')",4
"('about', 'curry')",6
"('curry', 'garden?')",3
"('about', 'cityroomz')",1
"('cityroomz', 'or')",1
"('else', 'before')",3
"('ask', 'about')",2
"('about', 'warkworth')",1
"('warkworth', 'house')",2
"('house', 'and')",1
"('and', 'its')",1
"('its', 'amenities?')",1
"('does', 'this')",1
"('this', 'sound')",1
"('to', 'visit?')",1
"('about', 'lan')",2
"('lan', 'hong')",5
"('hong', 'house?')",5
"('hotel', 'that')",2
"('the', 'b&b?')",1
"('that', 'table?')",1
"('you', 'tonight')",1
"('tonight', 'or')",1
"('at', 'alternatives?')",1
"('to', 'reservation?')",1
"('hotel', 'directly')",1
"('directly', 'about')",1
"('their', 'wifi')",1
"('wifi', 'policies?')",1
"('there', 'something')",3
"('something', 'else')",6
"('what', 'would')",1
"('to', 'do?')",1
"('acorn', 'for')",1
"('the', 'establishments?')",1
"('if', 'seats')",1
"('seats', 'are')",1
"('are', 'available')",1
"('available', 'and')",1
"('and', 'the')",1
"('the', 'weather')",1
"('weather', 'is')",1
"('is', 'good,')",1
"('good,', 'would')",1
"('book', 'an')",1
"('an', 'outdoor')",3
"('outdoor', 'table?')",2
"('into', 'it?')",1
"('the', 'aylesbray')",2
"('aylesbray', 'lodge')",2
"('lodge', 'guest')",2
"('a', 'complaint')",1
"('complaint', 'about')",1
"('the', 'cleanliness')",1
"('cleanliness', 'level')",1
"('level', 'of')",1
"('their', 'bathrooms,')",1
"('bathrooms,', 'might')",1
"('might', 'i')",1
"('suggest', 'some')",1
"('else', 'tonight?')",1
"('affordable', 'prices')",1
"('prices', 'that')",1
"('serves', 'kung')",1
"('kung', 'pao')",1
"('pao', 'chicken?')",1
"('there', 'tonight?')",3
"('make', 'sure')",1
"('sure', 'you')",1
"('table', 'on')",2
"('the', 'skyline')",1
"('skyline', 'side?')",1
"('about', 'charlie')",1
"('charlie', 'chan')",2
"('chan', 'for')",1
"('table', 'with')",4
"('a', 'view?')",1
"('the', 'express')",2
"('express', 'by')",3
"('by', 'holiday')",3
"('holiday', 'inn')",3
"('inn', 'cambridge')",1
"('cambridge', 'is')",1
"('is', 'said')",1
"('bit', 'overpriced')",1
"('overpriced', 'according')",1
"('to', 'most')",1
"('most', 'guests')",1
"('guests', 'want')",1
"('about', 'city')",1
"('city', 'centre?')",2
"('to', 'take')",2
"('take', 'a')",2
"('a', 'look')",1
"('that', ""you'd"")",2
"('go', 'to?')",2
"('to', 'stay?')",3
"('about', 'bankok')",1
"('bankok', 'city?')",1
"('some', 'information')",2
"('on', 'hotels')",1
"('hotels', 'with')",1
"('with', 'larger')",4
"('for', 'some')",1
"('some', 'larger')",1
"('shall', 'we')",1
"('wouls', 'you')",1
"('on', 'arbury')",1
"('i', 'add')",1
"('add', 'a')",1
"('a', 'request')",1
"('request', 'for')",1
"('for', 'outdoor')",1
"('dining', 'to')",1
"('to', 'your')",2
"('try', 'it')",5
"('restaurant', ""that's"")",1
"('about', 'hotpot?')",1
"('on', 'table')",2
"('table', 'availability')",2
"('hotel', 'booking')",1
"('booking', 'at')",1
"('of', 'these')",4
"('these', 'restaurants?')",2
"('the', 'ugly')",2
"('ugly', 'duckling?')",1
"('like', 'their')",2
"('their', 'telephone')",1
"('telephone', 'number?')",1
"('to', 'past')",1
"('past', 'customers')",2
"('customers', 'the')",1
"('the', 'autumn')",3
"('autumn', 'house')",4
"('house', 'does')",3
"('does', 'provide')",1
"('provide', 'large')",1
"('large', 'spacious')",2
"('spacious', 'rooms,')",2
"('rooms,', 'anything')",2
"('anything', 'further')",1
"('further', 'that')",1
"('you', 'think...would')",1
"('think...would', 'you')",1
"('booking', 'there')",1
"('there', 'now')",1
"('on', 'a')",2
"('good', 'view?')",2
"('how', 'many')",5
"('many', 'nights')",1
"('nights', 'would')",1
"('hut', 'fen')",2
"('fen', 'ditton?')",2
"('will', 'this')",2
"('this', 'work')",1
"('book', 'you?')",5
"('you', 'more')",4
"('curry', 'prince?')",7
"('that', 'is')",3
"('is', 'known')",2
"('known', 'for')",2
"('for', 'big')",1
"('big', 'portions?')",1
"('the', 'kirkwood')",1
"('more', 'infromation?')",1
"('sound', 'ok?')",2
"('availability', 'at')",1
"('at', 'your')",1
"('desired', 'time?')",1
"('staff', 'reviews?')",4
"('availability', 'and')",2
"('with', 'at')",8
"('availability', 'or')",1
"('still', 'have')",1
"('like', 'assistance')",2
"('assistance', 'in')",1
"('in', 'changing')",1
"('changing', 'your')",1
"('better', 'views?')",5
"('something', 'with')",2
"('better', 'internet?')",2
"('for', 'me?')",5
"('affordable', 'restaurant')",1
"('that', 'sells')",1
"('sells', 'goulash?')",1
"('the', 'missing')",1
"('missing', 'sock?')",1
"('about', 'india')",2
"('india', 'house')",2
"('the', 'university')",2
"('university', 'arms?')",1
"('questions', 'abou')",1
"('abou', 'the')",1
"('the', 'a')",3
"('and', 'b?')",1
"('a', 'to')",2
"('burger', 'kitchen?')",1
"('questions', 'you')",1
"('about', 'caffe')",4
"('caffe', 'uno?')",3
"('gonville', 'or')",1
"('or', 'help')",3
"('information', 'from')",6
"('from', 'me?')",10
"('to', 'change')",9
"('change', 'your')",9
"('need', 'a')",3
"('of', 'these?')",1
"('check', ""rosa's"")",1
"(""rosa's"", 'bed')",2
"('look', 'more')",1
"('more', 'into')",1
"('into', 'this')",2
"('the', 'warkworth')",3
"('has', 'continental')",1
"('continental', 'and')",1
"('and', 'buffet')",1
"('buffet', 'options')",1
"('for', 'breakfast,')",1
"('breakfast,', 'would')",1
"('more', 'to')",1
"('choose', 'from?')",1
"('you', 'something')",1
"('know', 'to')",1
"('help', 'choose')",1
"('choose', 'one?')",1
"('availability', 'on')",2
"('on', 'your')",2
"('preferred', 'nights?')",1
"('acorn', 'or')",2
"('reviews', 'that')",1
"('for', 'this')",2
"('this', 'location,')",1
"('the', 'only')",1
"('only', 'thing')",1
"('thing', 'i')",1
"('you', 'is')",1
"('is', 'they')",1
"('a', 'lot')",2
"('lot', 'of')",2
"('of', 'imported')",1
"('imported', 'canned')",1
"('canned', 'milk')",1
"('milk', 'teas')",1
"('teas', 'if')",1
"(""that's"", 'something')",1
"('something', ""you'd"")",2
"(""you'd"", 'be')",1
"('to', 'recommend')",1
"('recommend', 'another')",1
"('more', 'generous')",1
"('generous', 'portions?')",2
"('or', 'go')",1
"('an', 'option')",11
"('option', 'with')",9
"('questions', 'today?')",2
"('the', 'lan')",2
"('about', 'eraina?')",2
"('about', 'ashley')",1
"('to', 'ask?')",1
"('wouldyou', 'like')",1
"('hobsons', 'house')",1
"('book', 'something')",1
"('make', 'reservations')",5
"('reservations', 'for')",4
"('about', 'meze')",2
"('look', 'elsewhere')",3
"('elsewhere', 'for')",2
"('a', 'hotel?')",1
"('about', 'de')",1
"('de', 'luca')",1
"('luca', 'cucina?')",1
"('the', 'menu?')",4
"('the', 'places?')",1
"('answer', 'about')",1
"('option', 'that')",1
"('that', 'might')",3
"('might', 'have')",2
"('have', 'larger')",2
"('about', 'rice')",1
"('rice', 'boat')",2
"('boat', 'for')",1
"('a', 'deal')",1
"('deal', 'breaker')",1
"('breaker', 'for')",1
"('is', 'rated')",1
"('rated', 'more')",1
"('more', 'highly')",2
"('highly', 'in')",1
"('in', 'service?')",1
"('at', 'carolina')",1
"('and', 'breakfast')",1
"('breakfast', 'for')",1
"('on', 'room')",2
"('room', 'availability')",1
"('about', 'ask?')",1
"('a', 'less')",1
"('less', 'expensive')",3
"('expensive', 'place?')",1
"('more', 'specifics?')",1
"('better', 'interior')",1
"('interior', 'decor?')",1
"('get', 'more')",6
"('the', 'drinks?')",1
"('at', 'hk')",1
"('hk', 'fusion?')",1
"('look', 'some')",1
"('warkworth', 'house?')",2
"('have', 'one')",1
"('their', 'large')",1
"('large', 'rooms')",1
"('rooms', 'available?')",2
"('make', 'that')",2
"('that', 'reservation')",2
"('in', 'exploring')",1
"('exploring', 'other')",1
"('is', 'this')",3
"('this', 'something')",1
"('that', 'will')",1
"('will', 'be')",4
"('eat', 'there?')",2
"('that', 'the')",4
"('the', 'type')",1
"('type', 'of')",1
"('of', 'atmosphere')",1
"('atmosphere', ""you're"")",1
"(""you're"", 'looking')",1
"('looking', 'for?')",2
"('about', 'chiquito?')",1
"('answer', 'another')",1
"('portion', 'sizes?')",3
"('the', 'allenbell?')",2
"('alexander', 'b&b')",1
"('b&b', 'or')",1
"('at', 'pizza')",1
"('hut', 'city')",1
"('the', 'the')",1
"('the', 'copper')",3
"('copper', 'kettle?')",3
"('this', 'spot')",1
"('the', 'view')",2
"('view', 'in')",1
"('in', 'charlie')",1
"('chan', 'is')",1
"('is', 'considered')",1
"('considered', 'to')",2
"('be', 'mediocre,')",1
"('mediocre,', 'would')",1
"('somewhere', 'else')",5
"('else', 'to')",4
"('another', 'hotel')",3
"('what', 'other')",3
"('information', 'do')",1
"('a', 'stay')",4
"('stay', 'for')",2
"('else', 'from')",2
"('the', 'gardenia?')",1
"('at', 'nandos?')",1
"('a', 'chance')",1
"('chance', 'and')",1
"('any', 'specific')",1
"('specific', 'amenities')",1
"('amenities', 'that')",1
"('you', 'require?')",2
"('a', 'shot?')",6
"('better', 'option?')",4
"('reservation', 'today?')",2
"('like', 'further')",2
"('further', 'information?')",2
"('a', 'quiter')",1
"('quiter', 'option?')",1
"('we', 'cancel')",1
"('table', 'there')",9
"('higher', 'ratings')",2
"('on', 'food?')",1
"('good', 'situation')",1
"('situation', 'for')",1
"('go', 'back')",1
"('back', 'to')",1
"('other', 'guest')",1
"('house', 'option?')",1
"('on', 'noise?')",1
"('an', 'issue')",1
"('issue', 'or')",1
"('we', 'make')",2
"('problem', 'or')",2
"('we', 'keep')",2
"('that', 'would')",1
"('would', 'have')",1
"('more', 'drink')",1
"('drink', 'options?')",1
"('anythong', 'else')",1
"('with', 'booking')",7
"('better', 'indoor')",1
"('or', 'does')",2
"('in', 'knowing')",4
"('knowing', 'anything')",3
"('good', 'right?')",1
"('or', 'make')",4
"('at', 'curry')",3
"('a', 'try')",1
"('try', 'or')",1
"('about', 'golden')",3
"('golden', 'wok,')",1
"('wok,', 'or')",1
"('other', 'menu')",1
"('menu', 'items?')",1
"('is', 'here')",3
"('here', 'anything')",3
"('restaurant', 'or')",2
"('still', 'want')",4
"('the', 'tandoori')",1
"('tandoori', 'palace')",2
"('palace', 'has')",1
"('has', 'bland')",1
"('bland', 'decor')",1
"('decor', 'inside')",1
"('inside', 'of')",1
"('of', 'it,')",1
"('it,', 'is')",1
"('the', 'galleria?')",1
"('to', 'hear')",2
"('hear', 'about')",2
"('about', 'a')",2
"('do', 'another')",2
"('better', 'value?')",3
"('table', 'outside')",1
"('outside', 'for')",1
"('the', 'goodluck?')",1
"('need', 'assistance')",2
"('assistance', 'with')",3
"('find', 'another,')",4
"('another,', 'more')",3
"('more', 'quiet')",7
"('quiet', 'place?')",4
"('keep', 'looking?')",6
"('with', 'generally')",1
"('generally', 'good,')",1
"('good,', 'quick')",1
"('quick', 'service?')",1
"('to', 'more')",1
"('other', 'reviews')",1
"('reviews', 'of')",2
"('more', 'reviews?')",2
"('about', 'don')",1
"('don', 'paquale?')",1
"('table', 'indoors')",3
"('indoors', 'for')",2
"('could', 'you')",1
"('you', 'tell')",2
"('tell', 'me')",2
"('me', 'when')",1
"('when', 'you')",1
"('something', ""that's"")",1
"(""that's"", 'described')",1
"('described', 'as')",1
"('as', 'a')",1
"('little', 'quieter?')",1
"('you', 'might')",1
"('might', 'like')",1
"('i', 'set')",1
"('set', 'up')",1
"('up', 'a')",1
"('information', ""you'd"")",3
"('the', 'acorn,')",1
"('acorn,', 'and')",1
"('and', 'can')",2
"('other', 'bookings?')",1
"('a', 'british')",1
"('british', 'restaurant')",1
"('with', 'outdoor')",3
"('outdoor', 'dining?')",1
"('get', 'some')",3
"('some', 'better')",1
"('better', 'information')",1
"('hong', 'house')",1
"('does', 'not')",2
"('not', 'provide')",1
"('any', 'outdoor')",2
"('outdoor', 'seating')",1
"('seating', 'for')",1
"('for', 'customers,')",1
"('customers,', 'would')",1
"('keep', 'searching')",2
"('searching', 'for')",2
"('for', 'places')",2
"('outdoor', 'seating?')",1
"('reservation', 'there,')",2
"('there,', 'or')",2
"('see', 'some')",1
"('in', 'trying')",1
"('trying', 'it?')",1
"('yes,', 'guests')",1
"('guests', 'have')",1
"('have', 'good')",1
"('good', 'things')",1
"('things', 'to')",1
"('to', 'say')",1
"('say', 'about')",1
"('the', 'breakfast')",2
"('breakfast', 'at')",1
"('about', 'da')",2
"('you', 'to')",4
"('what', 'else?')",1
"('or', 'know')",1
"('can', 'ask')",2
"('what', 'size')",2
"('size', 'do')",2
"('else', 'do')",1
"('want', 'any')",5
"('the', 'la')",1
"('la', 'raza')",1
"('raza', 'restaurant?')",1
"('the', 'cow')",1
"('cow', 'pizza')",2
"('pizza', 'kitchen?')",1
"('to', 'start')",1
"('start', 'a')",1
"('else', 'fo')",1
"('fo', 'you?')",1
"('that', 'work,')",2
"('that', 'important')",1
"('important', 'enough')",1
"('enough', 'that')",1
"('i', 'should')",2
"('can', 'you')",2
"('you', 'help')",1
"('can', 'assist')",5
"('upcoming', 'stay?')",3
"('it', 'out?')",1
"('option', 'further')",1
"('further', 'outside')",1
"('outside', 'of')",1
"('the', 'centre')",1
"('centre', 'of')",1
"('of', 'town?')",1
"('try', 'nandos')",1
"('nandos', 'or')",1
"('check', 'other')",2
"('book', 'allenbell?')",1
"('like', 'reservations?')",2
"('it', 'anyways?')",2
"('make', 'reservations?')",1
"('want', 'assistance')",1
"('assistance', 'with?')",1
"('when', 'would')",2
"('table', 'for?')",1
"('this', 'helpful?')",1
"('table', 'outdoors')",1
"('outdoors', 'for')",1
"('saigon', ""city's"")",1
"(""city's"", 'menu?')",1
"('you', 'reserve')",1
"('a', 'shorter')",1
"('shorter', 'stay?')",1
"('a', 'location')",3
"('location', 'with')",4
"('you', 'and')",1
"('and', 'ask')",3
"('them', 'to')",3
"('about', ""darry's"")",1
"(""darry's"", 'cookhouse?')",1
"('bout', 'them?')",1
"('to', 'pull')",2
"('pull', 'up')",2
"('up', 'some')",2
"('places', 'or')",2
"('and', 'b')",3
"('b', 'guest')",1
"('i', 'get')",2
"('get', 'you')",2
"('the', 'lodge?')",1
"('on', 'avaibility')",1
"('avaibility', 'of')",1
"('of', 'tables')",1
"('tables', 'for')",1
"('your', 'visit?')",1
"('about', ""rosa's?"")",3
"('keep', 'the')",1
"('is', 'indoor')",1
"('indoor', 'decor')",1
"('decor', 'important')",1
"('important', 'for')",1
"('about', 'graffiti')",1
"('graffiti', 'for')",1
"('or', 'will')",2
"('continue', 'looking')",1
"('looking', 'at')",1
"('larger', 'portions')",1
"('portions', 'sizes?')",1
"('university', 'arms')",2
"('arms', 'hotel')",1
"('assist', 'with?')",2
"('what', 'night')",1
"('to', 'begin?')",1
"('about', 'kirkwood')",2
"('reservation', 'and')",4
"('try', 'elsewhere?')",1
"('quiet', 'place')",1
"('different', 'location')",1
"('else', 'today')",2
"('or', 'reserve')",2
"('at', 'alternative')",1
"('alternative', 'options?')",1
"('room', 'availablilty?')",1
"('or', 'give')",2
"('give', 'you')",2
"('the', 'grafton?')",1
"('before', 'booking')",2
"('like', 'your')",2
"('restaurant', 'in')",3
"('that', 'stay?')",1
"('the', 'establishment?')",2
"('better', 'alternative?')",1
"('about', 'rajmahal?')",1
"('if', ""you'd"")",1
"('like', 'i')",1
"('can', 'request')",1
"('request', 'a')",1
"('you', 'now?')",1
"('at', 'eraina?')",2
"('better', 'service?')",1
"('quiet', 'establishment?')",1
"('about', 'saffron')",1
"('saffron', 'brasserie?')",1
"('that', 'all')",2
"('all', 'you')",1
"('it', 'has')",1
"('has', 'been')",1
"('been', 'noted')",1
"('noted', 'by')",1
"('by', 'past')",1
"('past', 'customers,')",1
"('customers,', 'that')",1
"('that', 'express')",1
"('express', 'bu')",1
"('bu', 'holiday')",1
"('inn', 'in')",1
"('in', 'cambridge')",1
"('cambridge', 'has')",1
"('has', 'very')",2
"('very', 'large')",1
"('did', 'this')",1
"('this', 'help')",1
"('at', 'all?')",2
"('more', 'for')",1
"('the', 'rice')",1
"('boat', 'today?')",1
"('about', 'efes?')",1
"('i', 'may')",1
"('may', 'help')",1
"('dining', 'as')",1
"('as', 'an')",1
"('an', 'option?')",1
"('can', 'answer?')",1
"('the', 'bathrooms')",1
"('bathrooms', 'at')",1
"('huntingdon', 'marriot')",1
"('marriot', 'are')",1
"('are', 'very')",1
"('very', 'clean,')",1
"('clean,', 'are')",1
"('your', 'dining')",1
"('to', 'ensure')",2
"('ensure', 'you')",1
"('you', 'get')",1
"('great', 'view')",1
"('view', 'from')",1
"('from', 'your')",1
"('your', 'table?')",2
"('places', 'for')",3
"('for', 'better')",2
"('other', 'locations')",1
"('locations', 'that')",1
"('elsewhere', 'or')",1
"('indoors', 'or')",1
"('more', 'non-alcoholic')",1
"('non-alcoholic', 'beverage')",1
"('beverage', 'options?')",1
"('to', 'rethink')",1
"('rethink', 'your')",1
"('more', 'attractive')",1
"('attractive', 'option')",1
"('the', 'second')",1
"('second', 'one?')",1
"('the', 'river')",2
"('river', 'bar')",2
"('bar', 'steakhouse')",1
"('steakhouse', 'and')",1
"('and', 'grill')",1
"('grill', 'has')",1
"('has', 'according')",1
"('to', 'all')",1
"('all', 'the')",1
"('could', 'find')",1
"('find', 'would')",1
"('the', 'acorn?')",3
"('check', 'availability?')",4
"('restaurant', 'alimentum?')",2
"('anything', 'you')",1
"('how', 'else')",1
"('else', 'may')",1
"('help', 'you?')",1
"('reviews', 'in')",1
"('same', 'general')",1
"('general', 'area?')",1
"('about', 'kohinoor?')",1
"('you', 'for')",1
"('see', 'what')",1
"('places', 'are')",1
"('are', 'available?')",1
"('book', 'here?')",2
"('to', 'find?')",2
"('about', 'la')",1
"('la', 'margherita?')",1
"('some', 'less')",1
"('expensive', 'places?')",1
"('okay', 'or')",1
"('a', 'fancier')",1
"('fancier', 'option?')",1
"('to', 'have')",2
"('have', 'for')",1
"('many', 'people')",4
"('people', 'will')",3
"('be', 'dining?')",1
"('try', 'booking')",1
"('a', 'few')",2
"('few', 'other')",2
"('questions', 'before')",2
"('before', 'you')",1
"('you', 'book?')",1
"('about', 'fitzbillies')",2
"('fitzbillies', 'restaurant?')",2
"('about', 'midsummer')",1
"('midsummer', 'house?')",1
"('that', 'does')",2
"('does', 'have')",3
"('have', 'large')",1
"('large', 'portions?')",2
"('about', 'cafe')",1
"('cafe', 'uno?')",1
"('more', 'value')",1
"('value', 'for')",1
"('the', 'price?')",1
"('help', 'booking?')",1
"('will', 'there')",1
"('there', 'be')",1
"('be', 'anything')",1
"('highly', 'rated')",1
"('rated', 'place?')",1
"('hotel', 'directly?')",1
"('where', 'would')",1
"('your', 'train')",1
"('train', 'to')",1
"('to', 'leave')",1
"('leave', 'from')",1
"('from', 'and')",1
"('and', 'go')",1
"('about', 'fitzbillies?')",1
"('at', 'efes')",1
"('efes', 'restaurant')",1
"('have', 'further')",2
"('me', 'reserve')",1
"('further', 'assistance')",2
"('assistance', 'today?')",1
"('quiet', 'hotel?')",1
"('we', 'find')",1
"('different', 'place')",2
"('place', 'and')",1
"('cancel', 'this')",1
"('this', 'one?')",1
"('the', 'warkworth?')",1
"('there', 'another')",1
"('location', ""you'd"")",1
"('to', 'learn')",1
"('learn', 'more')",1
"('more', 'about?')",1
"('another', 'similar')",1
"('similar', 'place?')",1
"('are', 'also')",1
"('also', 'some')",2
"('some', 'comments')",1
"('comments', 'by')",1
"('by', 'guest')",1
"('guest', 'who')",1
"('who', 'said')",1
"('said', 'they')",1
"('they', 'did')",1
"('did', 'not')",1
"('not', 'like')",1
"('the', 'meal')",1
"('meal', 'served')",1
"('served', 'at')",1
"('the', 'b&b.')",1
"('b&b.', 'would')",1
"('what', 'amenities')",1
"('amenities', 'are')",1
"('about', 'express')",1
"('inn', 'cambridge?')",1
"('help', 'making')",1
"('you', 'decide?')",1
"('somewhere', 'that')",1
"('is', 'more')",1
"('more', 'quiet?')",1
"('customers', 'of')",1
"('house', 'have')",1
"('have', 'complimented')",1
"('complimented', 'how')",1
"('how', 'clean')",1
"('clean', 'the')",1
"('rooms', 'were,')",1
"('were,', 'anything')",1
"('about', 'something')",1
"('room', 'or')",1
"('or', 'for')",2
"('to', 'look?')",1
"('to', 'onow')",1
"('onow', 'anything')",1
"('in', 'this')",2
"('about', 'anatolia?')",1
"('double', 'check?')",1
"('information', 'today?')",1
"('at', 'grafton')",1
"('hotel', 'restaurant?')",1
"('you', 'choose')",2
"('choose', 'between')",2
"('between', 'them?')",1
"('if', 'there')",3
"('there', 'is')",3
"('is', 'a')",3
"('on', 'little')",1
"('little', 'seoul')",1
"('seoul', 'for')",1
"('golden', 'house?')",1
"('how', 'much')",1
"('much', 'space')",1
"('space', 'do')",1
"('you', 'require')",1
"('require', 'for')",1
"('i', 'seach')",1
"('seach', 'for')",1
"('better', 'internet')",1
"('internet', 'for')",1
"('reserve', 'one')",1
"('be', 'in')",2
"('in', 'your')",2
"('with', 'generous')",1
"('on', 'one')",1
"('about', 'zizzi')",1
"('zizzi', 'cambridge?')",1
"('find', 'someplace')",1
"('at', 'j')",1
"('j', 'restaurant?')",1
"('other', 'info?')",1
"('or', 'get')",3
"('hotel', 'now?')",1
"('about', 'prezzo')",1
"('prezzo', 'for')",1
"('that', 'place')",1
"('or', 'somewhere')",1
"('on', 'bed')",1
"('bed', 'comfort?')",2
"('bit', 'further')",1
"('further', 'to')",1
"('info', 'on')",1
"('the', 'food')",2
"('me', 'some')",1
"('the', 'train')",1
"('train', 'you')",1
"('like', 'answered?')",1
"('with', 'heartier')",1
"('heartier', 'portions')",1
"('portions', 'of')",1
"('of', 'food?')",1
"('.would', 'you')",1
"('there', 'were')",2
"('looking', 'more')",1
"('more', 'choices?')",1
"('this', 'holiday')",1
"('holiday', 'inn?')",2
"('that', 'work?')",2
"('better', 'bed')",1
"('bed', 'ratings?')",1
"('i', 'proceed')",4
"('proceed', 'to')",2
"('anything', 'other')",1
"('booking', 'an')",1
"('different', 'one?')",1
"('the', 'hotels')",1
"('the', 'north')",1
"('north', 'instead')",1
"('instead', 'that')",1
"('might', 'be')",1
"('be', 'quieter?')",1
"('else', 'like')",1
"('like', 'book')",1
"('something', 'better?')",2
"('to', 'reviews')",1
"('the', 'hobson')",1
"('hobson', 'house')",1
"('house', 'the')",1
"('are', 'quite')",1
"('quite', 'small')",2
"('small', 'would')",1
"('booking', 'somewhere')",1
"('this', 'booking')",1
"('booking', 'also')",1
"('also', 'be')",1
"('be', 'for')",1
"('for', 'three')",1
"('three', 'people?')",1
"('book', 'worth')",2
"('have', 'you')",1
"('you', 'made')",1
"('made', 'a')",1
"('a', 'decision?')",1
"('have', 'anymore')",1
"('anymore', 'questions?')",1
"('table', 'indoors?')",1
"('about', 'dojo?')",2
"('try', 'them')",2
"('them', 'out?')",2
"('the', 'carolina?')",1
"('regarding', 'your')",1
"('at', 'kymmoy?')",1
"('the', 'hamilton')",1
"('hamilton', 'lodge')",1
"('lodge', 'gets')",1
"('gets', 'very')",1
"('very', 'high')",1
"('high', 'marks')",1
"('marks', 'for')",1
"('the', 'nose')",1
"('nose', 'levels')",1
"('levels', 'with')",1
"('with', 'guests')",1
"('guests', 'saying')",1
"('saying', 'it')",2
"('was', 'so')",1
"('so', 'quiet,')",1
"('quiet,', 'relaxing,')",1
"('relaxing,', 'and')",1
"('and', 'very')",1
"('very', 'peaceful')",1
"('peaceful', '')",1
"('', 'would')",1
"(""that's"", 'a')",1
"('more', 'affordable?')",1
"('with', 'large')",2
"('large', 'serving')",1
"('serving', 'portions?')",1
"('one', 'customer')",1
"('customer', 'said')",1
"('said', 'that')",2
"('breakfast', 'there')",1
"('there', 'was')",1
"('was', 'not')",3
"('not', 'included,')",1
"('included,', 'but')",1
"('but', 'people')",1
"('people', 'seemed')",1
"('seemed', 'to')",1
"('the', 'options')",1
"('options', 'there,')",1
"('there,', 'is')",1
"('the', 'rooms?')",1
"('make', 'any')",1
"('any', 'changes')",1
"('changes', 'to')",1
"('better', 'customer')",1
"('customer', 'reviews?')",1
"('try', 'the')",1
"('cambridge', 'chop')",2
"('chop', 'house?')",3
"('i', 'select')",1
"('different', 'guesthouse')",2
"('stay', 'instead?')",1
"('gonville', 'hotel')",2
"('very', 'clean')",2
"('clean', 'bathrooms')",1
"('bathrooms', 'according')",1
"('to', 'previous')",2
"('previous', 'guests,')",2
"('guests,', 'would')",3
"('know', 'something')",1
"('about', 'ali')",1
"('ali', 'baba?')",1
"('at', ""rosa's"")",1
"('it', 'is')",1
"('is', 'close')",1
"('close', 'to')",1
"('one', 'customer,')",1
"('customer,', 'and')",1
"('and', 'they')",1
"('they', 'like')",1
"('like', 'it,')",1
"('it,', 'but')",1
"('but', 'other')",1
"('other', 'than')",1
"('than', 'that...')",1
"('that...', 'want')",1
"('it', 'for?')",1
"('that', 'within')",1
"('within', 'your')",1
"('book', 'one')",1
"('your', 'trip')",1
"('trip', 'today?')",1
"('knowing', 'any')",1
"('at', 'rajmahal?')",1
"('the', 'archway')",2
"('archway', 'house?')",4
"('i', 'finalize')",1
"('finalize', 'that')",1
"('i', 'let')",1
"('let', 'you')",1
"('you', 'know')",1
"('more', 'from')",1
"('i', 'give')",1
